x,y,z,red,green,blue
134937.499,521765.57,-37.402,,,
134937.803,521765.071,-37.454,,,
134937.418,521765.702,-37.426,,,
134937.197,521766.055,-37.442,,,
134937.488,521764.281,-37.436,,,
134937.62,521765.639,-37.409,,,
134937.262,521766.141,-37.432,,,
134937.341,521764.656,-37.447,,,
134937.44,521765.536,-37.417,,,
134937.559,521765.603,-37.396,,,
134937.503,521764.122,-37.446,,,
134937.548,521764.316,-37.439,,,
134937.662,521765.574,-37.429,,,
134937.308,521764.853,-37.453,,,
134937.226,521766.213,-37.43,,,
134937.306,521764.716,-37.445,,,
134937.47,521764.182,-37.453,,,
134937.178,521766.135,-37.429,,,
134937.477,521764.222,-37.441,,,
134937.307,521765.526,-37.444,,,
134937.732,521765.112,-37.447,,,
134937.365,521765.723,-37.455,,,
134937.155,521766.12,-37.44,,,
134937.296,521764.793,-37.449,,,
134937.359,521765.519,-37.432,,,
134937.78,521765.1,-37.454,,,
134937.179,521766.091,-37.441,,,
134937.631,521765.009,-37.469,,,
134937.512,521765.617,-37.398,,,
134937.467,521764.313,-37.472,,,
134937.881,521764.604,-37.481,,,
134937.649,521764.973,-37.47,,,
134937.452,521764.129,-37.467,,,
134937.161,521766.172,-37.436,,,
134937.171,521765.272,-37.415,,,
134937.465,521765.63,-37.4,,,
134937.452,521765.583,-37.403999999999996,,,
134937.755,521764.872,-37.489,,,
134937.684,521765.003,-37.466,,,
134937.323,521764.603,-37.47,,,
134937.54,521764.275,-37.433,,,
134937.43,521764.714,-37.446,,,
134937.238,521766.124,-37.426,,,
134937.459,521764.258,-37.448,,,
134937.2,521765.295,-37.412,,,
134937.489,521765.646,-37.398,,,
134937.638,521765.558,-37.422,,,
134937.323,521764.693,-37.445,,,
134937.43,521764.249,-37.469,,,
134937.46,521764.604,-37.479,,,
134937.854,521764.509,-37.462,,,
134937.673,521765.079,-37.462,,,
134937.572,521765.651,-37.400999999999996,,,
134937.438,521764.289,-37.475,,,
134937.564,521764.246,-37.434,,,
134937.651,521765.605,-37.418,,,
134937.243,521764.812,-37.46,,,
134937.618,521765.561,-37.414,,,
134937.919,521764.55,-37.455,,,
134937.354,521764.839,-37.434,,,
134937.348,521765.55,-37.431,,,
134937.809,521764.943,-37.472,,,
134937.533,521765.718,-37.427,,,
134937.341,521764.791,-37.428,,,
134937.407,521764.608,-37.464,,,
134937.242,521764.676,-37.46,,,
134937.43,521764.114,-37.487,,,
134937.229,521764.764,-37.455,,,
134937.791,521764.89,-37.485,,,
134937.714,521765.013,-37.454,,,
134937.84,521765.089,-37.46,,,
134937.873,521764.563,-37.466,,,
134937.736,521764.908,-37.478,,,
134937.66,521765.032,-37.465,,,
134937.166,521765.355,-37.41,,,
134937.424,521764.586,-37.483,,,
134937.26,521764.73,-37.456,,,
134937.83,521764.492,-37.465,,,
134937.443,521764.626,-37.461,,,
134937.844,521764.54,-37.47,,,
134937.732,521764.978,-37.465,,,
134937.395,521764.773,-37.435,,,
134937.517,521765.533,-37.403999999999996,,,
134937.501,521765.707,-37.42,,,
134937.197,521766.19,-37.433,,,
134937.442,521765.659,-37.4,,,
134937.487,521765.523,-37.415,,,
134937.413,521765.635,-37.403,,,
134937.636,521765.615,-37.409,,,
134937.476,521764.1,-37.467,,,
134937.388,521764.643,-37.445,,,
134937.365,521764.628,-37.456,,,
134937.436,521765.606,-37.403999999999996,,,
134937.549,521765.681,-37.41,,,
134937.284,521764.746,-37.453,,,
134937.594,521765.544,-37.407,,,
134937.525,521765.664,-37.403,,,
134937.266,521764.782,-37.452,,,
134937.401,521764.826,-37.441,,,
134937.335,521765.503,-37.435,,,
134937.756,521765.083,-37.447,,,
134937.772,521765.06,-37.448,,,
134937.382,521765.684,-37.429,,,
134937.512,521765.736,-37.445,,,
134937.285,521766.112,-37.433,,,
134937.858,521764.588,-37.484,,,
134937.406,521765.506,-37.43,,,
134937.53,521765.58,-37.4,,,
134937.457,521765.694,-37.415,,,
134937.47,521764.587,-37.498,,,
134937.449,521765.713,-37.432,,,
134937.82,521764.913,-37.482,,,
134937.516,521764.168,-37.433,,,
134937.377,521764.809,-37.425,,,
134937.524,521764.299,-37.433,,,
134937.172,521765.408,-37.415,,,
134937.475,521764.144,-37.455,,,
134937.423,521765.559,-37.408,,,
134937.541,521765.64,-37.395,,,
134937.407,521764.743,-37.446,,,
134937.89,521764.526,-37.45,,,
134937.237,521765.314,-37.426,,,
134937.709,521765.096,-37.449,,,
134937.353,521765.661,-37.432,,,
134937.603,521765.527,-37.417,,,
134937.215,521766.153,-37.425,,,
134937.488,521765.719,-37.438,,,
134937.48,521764.3,-37.453,,,
134937.177,521765.324,-37.411,,,
134937.546,521765.557,-37.4,,,
134937.325,521764.815,-37.437,,,
134937.478,521765.677,-37.405,,,
134938.441,521764.743,-37.411,,,
134939.756,521763.509,-37.442,,,
134938.658,521765.059,-37.422,,,
134938.157,521764.653,-37.443,,,
134937.877,521764.479,-37.454,,,
134937.712,521763.438,-37.434,,,
134938.481,521762.803,-37.476,,,
134938.619,521764.858,-37.400999999999996,,,
134939.141,521762.46,-37.46,,,
134937.946,521763.745,-37.481,,,
134938.186,521764.721,-37.428,,,
134937.983,521764.379,-37.481,,,
134938.74,521765.017,-37.400999999999996,,,
134938.394,521764.666,-37.428,,,
134938.204,521764.776,-37.432,,,
134938.664,521765.007,-37.407,,,
134939.716,521763.576,-37.458,,,
134938.222,521764.604,-37.442,,,
134938.681,521763.531,-37.488,,,
134938.264,521764.81,-37.426,,,
134938.412,521764.03,-37.47,,,
134938.634,521765.042,-37.424,,,
134938.961,521763.705,-37.477,,,
134939.086,521762.327,-37.436,,,
134938.769,521764.906,-37.425,,,
134938.651,521763.507,-37.482,,,
134938.753,521765.064,-37.406,,,
134939.261,521762.528,-37.457,,,
134938.933,521763.682,-37.489,,,
134937.967,521764.537,-37.462,,,
134939.098,521763.062,-37.449,,,
134937.63,521763.509,-37.416,,,
134938.571,521762.861,-37.485,,,
134938.655,521764.875,-37.398,,,
134937.948,521764.437,-37.461,,,
134937.593,521763.492,-37.42,,,
134938.683,521762.844,-37.48,,,
134938.782,521764.953,-37.421,,,
134938.974,521763.752,-37.473,,,
134938.626,521763.413,-37.49,,,
134938.864,521762.963,-37.433,,,
134939.298,521762.546,-37.453,,,
134939.06,521762.907,-37.443,,,
134938.99,521763.039,-37.43,,,
134939.229,521763.189,-37.432,,,
134938.693,521765.076,-37.409,,,
134937.646,521763.486,-37.417,,,
134938.559,521762.846,-37.478,,,
134938.496,521762.778,-37.468,,,
134937.919,521764.414,-37.465,,,
134938.996,521763.646,-37.488,,,
134937.956,521764.568,-37.461,,,
134938.712,521763.077,-37.517,,,
134939.048,521763.834,-37.481,,,
134938.369,521763.973,-37.486,,,
134938.285,521764.852,-37.44,,,
134939.598,521763.495,-37.471000000000004,,,
134938.233,521764.798,-37.419,,,
134938.221,521764.692,-37.409,,,
134938.883,521763.063,-37.434,,,
134938.362,521764.863,-37.444,,,
134939.085,521763.014,-37.444,,,
134939.336,521763.165,-37.436,,,
134939.256,521763.285,-37.451,,,
134939.626,521763.518,-37.458,,,
134937.574,521763.601,-37.45,,,
134938.579,521764.865,-37.403,,,
134939.022,521762.377,-37.445,,,
134938.6,521762.825,-37.468,,,
134938.375,521764.701,-37.408,,,
134939.123,521762.346,-37.441,,,
134938.298,521764.69,-37.405,,,
134938.351,521764.685,-37.411,,,
134937.692,521763.472,-37.406,,,
134937.56,521763.552,-37.427,,,
134937.679,521763.634,-37.432,,,
134937.784,521763.473,-37.427,,,
134937.701,521763.604,-37.424,,,
134939.106,521762.428,-37.446,,,
134938.585,521764.918,-37.408,,,
134939.247,521763.243,-37.427,,,
134938.745,521764.934,-37.416,,,
134938.677,521765.054,-37.412,,,
134938.684,521764.899,-37.394,,,
134937.735,521763.543,-37.408,,,
134938.588,521764.847,-37.403999999999996,,,
134938.708,521764.915,-37.400999999999996,,,
134938.648,521765.031,-37.415,,,
134938.471,521762.835,-37.493,,,
134938.252,521764.614,-37.431,,,
134937.933,521763.698,-37.485,,,
134938.831,521763.025,-37.449,,,
134939.269,521763.138,-37.451,,,
134939.389,521763.206,-37.449,,,
134939.766,521763.433,-37.438,,,
134938.408,521763.965,-37.484,,,
134939.32,521762.635,-37.482,,,
134939.349,521763.212,-37.432,,,
134937.752,521763.507,-37.409,,,
134938.417,521764.772,-37.41,,,
134938.35,521764.608,-37.434,,,
134937.633,521763.44,-37.43,,,
134938.251,521764.703,-37.407,,,
134938.4,521764.119,-37.474,,,
134939.255,521763.298,-37.46,,,
134937.718,521763.567,-37.407,,,
134939.304,521762.599,-37.468,,,
134938.854,521763.04,-37.438,,,
134939.305,521763.155,-37.439,,,
134939.79,521763.449,-37.444,,,
134939.384,521763.154,-37.461,,,
134938.998,521763.768,-37.47,,,
134938.981,521762.908,-37.43,,,
134938.331,521764.643,-37.415,,,
134938.362,521764.654,-37.412,,,
134938.73,521765.094,-37.406,,,
134939.03,521763.092,-37.46,,,
134939.353,521763.143,-37.455,,,
134939.119,521763.045,-37.439,,,
134939.271,521763.26,-37.434,,,
134938.305,521764.608,-37.428,,,
134938.392,521764.079,-37.468,,,
134937.589,521763.575,-37.423,,,
134939.063,521763.81,-37.473,,,
134938.226,521764.745,-37.405,,,
134938.628,521764.989,-37.41,,,
134938.198,521764.632,-37.433,,,
134938.249,521764.834,-37.434,,,
134938.569,521762.814,-37.47,,,
134937.658,521763.532,-37.403999999999996,,,
134938.592,521764.972,-37.422,,,
134939.07,521762.351,-37.435,,,
134938.599,521764.966,-37.413,,,
134938.716,521765.046,-37.400999999999996,,,
134939.082,521762.412,-37.448,,,
134937.736,521763.41,-37.453,,,
134938.788,521765.05,-37.414,,,
134938.517,521762.82,-37.473,,,
134937.978,521763.699,-37.491,,,
134938.18,521764.669,-37.431,,,
134938.841,521762.993,-37.433,,,
134938.04,521763.81,-37.48,,,
134938.824,521763.09,-37.482,,,
134938.268,521764.679,-37.407,,,
134938.388,521764.748,-37.403999999999996,,,
134938.637,521764.912,-37.396,,,
134938.758,521764.981,-37.412,,,
134938.69,521765.102,-37.417,,,
134937.53,521763.528,-37.421,,,
134938.96,521763.015,-37.424,,,
134939.051,521763.075,-37.451,,,
134938.686,521763.447,-37.484,,,
134937.649,521763.61,-37.426,,,
134937.954,521764.355,-37.485,,,
134938.284,521764.012,-37.47,,,
134938.673,521764.929,-37.393,,,
134939.218,521763.22,-37.44,,,
134939.337,521763.302,-37.436,,,
134939.134,521762.315,-37.443,,,
134939.776,521763.416,-37.456,,,
134938.788,521765.005,-37.417,,,
134939.154,521763.181,-37.465,,,
134938.809,521763.055,-37.467,,,
134939.27,521763.333,-37.474,,,
134938.578,521763.425,-37.483,,,
134939.633,521763.571,-37.464,,,
134939.206,521763.174,-37.444,,,
134938.357,521764.048,-37.472,,,
134938.714,521765.118,-37.414,,,
134937.606,521763.539,-37.416,,,
134938.392,521763.988,-37.474,,,
134937.93,521764.384,-37.475,,,
134938.592,521763.473,-37.488,,,
134939.129,521762.399,-37.446,,,
134938.949,521763.659,-37.49,,,
134937.546,521763.505,-37.422,,,
134937.57,521763.476,-37.422,,,
134938.895,521762.929,-37.434,,,
134939.252,521763.16,-37.433,,,
134938.28,521764.726,-37.403,,,
134938.717,521763.548,-37.484,,,
134938.769,521765.041,-37.407,,,
134938.943,521763.052,-37.431,,,
134939.018,521762.926,-37.426,,,
134938.875,521763.083,-37.452,,,
134939.074,521763.045,-37.442,,,
134939.319,521763.188,-37.427,,,
134938.241,521764.78,-37.411,,,
134938.555,521763.455,-37.491,,,
134938.341,521764.626,-37.425,,,
134937.966,521764.402,-37.472,,,
134938.46,521764.708,-37.43,,,
134938.22,521764.811,-37.438,,,
134938.275,521764.044,-37.486,,,
134937.583,521763.522,-37.418,,,
134939.365,521763.189,-37.442,,,
134939.292,521763.302,-37.448,,,
134938.812,521763.029,-37.459,,,
134939.65,521763.534,-37.456,,,
134938.595,521763.402,-37.492,,,
134939.011,521763.816,-37.476,,,
134938.785,521764.192,-37.473,,,
134938.331,521764.852,-37.437,,,
134939.692,521763.56,-37.461,,,
134939.045,521762.393,-37.443,,,
134938.839,521763.065,-37.455,,,
134939.037,521763.027,-37.437,,,
134937.642,521763.556,-37.412,,,
134939.283,521763.171,-37.43,,,
134938.562,521764.902,-37.411,,,
134938.674,521764.975,-37.399,,,
134938.176,521764.753,-37.444,,,
134938.862,521763.095,-37.47,,,
134939.772,521763.486,-37.443,,,
134938.708,521764.181,-37.469,,,
134938.546,521762.798,-37.473,,,
134938.294,521764.834,-37.432,,,
134937.74,521763.46,-37.422,,,
134937.671,521763.58,-37.409,,,
134937.664,521763.45,-37.427,,,
134938.654,521762.82,-37.483,,,
134937.915,521763.735,-37.493,,,
134938.838,521763.078,-37.463,,,
134938.609,521763.436,-37.48,,,
134938.979,521763.669,-37.478,,,
134938.027,521763.763,-37.484,,,
134939.278,521763.314,-37.457,,,
134937.617,521763.463,-37.42,,,
134939.341,521762.617,-37.464,,,
134938.218,521764.764,-37.414,,,
134939.082,521763.085,-37.448,,,
134939.177,521763.151,-37.456,,,
134939.294,521763.23,-37.425,,,
134937.545,521763.577,-37.444,,,
134938.614,521764.941,-37.405,,,
134938.766,521765.112,-37.411,,,
134939.147,521762.362,-37.448,,,
134939.19,521763.198,-37.452,,,
134938.495,521762.851,-37.49,,,
134937.962,521763.722,-37.482,,,
134939.377,521763.159,-37.453,,,
134937.674,521763.508,-37.403999999999996,,,
134938.777,521765.081,-37.413,,,
134938.603,521764.881,-37.400999999999996,,,
134939.307,521763.278,-37.43,,,
134938.318,521764.791,-37.415,,,
134937.721,521763.495,-37.402,,,
134938.57,521764.942,-37.417,,,
134938.687,521765.023,-37.403999999999996,,,
134938.622,521763.483,-37.485,,,
134938.404,521764.725,-37.414,,,
134938.984,521763.72,-37.465,,,
134937.521,521763.561,-37.447,,,
134938.9,521762.981,-37.421,,,
134939.014,521763.056,-37.445,,,
134939.265,521763.207,-37.429,,,
134939.1,521762.375,-37.441,,,
134938.617,521762.802,-37.477,,,
134939.144,521762.238,-37.438,,,
134939.568,521761.943,-37.469,,,
134939.341,521761.853,-37.471000000000004,,,
134939.668,521761.88,-37.485,,,
134939.325,521761.877,-37.479,,,
134939.131,521762.192,-37.442,,,
134939.62,521761.892,-37.469,,,
134939.101,521762.182,-37.454,,,
134939.246,521761.879,-37.466,,,
134939.567,521761.897,-37.463,,,
134939.086,521762.192,-37.445,,,
134939.55,521761.934,-37.471000000000004,,,
134939.115,521762.215,-37.442,,,
134939.597,521761.921,-37.469,,,
134939.503,521761.947,-37.473,,,
134939.126,521762.275,-37.437,,,
134939.537,521761.887,-37.475,,,
134939.31,521761.829,-37.456,,,
134939.632,521761.862,-37.48,,,
134939.18,521761.837,-37.463,,,
134939.526,521761.963,-37.47,,,
134939.264,521761.842,-37.458,,,
134939.096,521762.251,-37.431,,,
134939.055,521762.181,-37.447,,,
134939.584,521761.874,-37.473,,,
134939.511,521761.988,-37.479,,,
134939.014,521762.112,-37.473,,,
134940.116,521763.01,-37.463,,,
134940.422,521762.393,-37.487,,,
134940.418,521761.834,-37.461,,,
134939.679,521762.749,-37.471000000000004,,,
134940.544,521761.911,-37.476,,,
134939.881,521762.7,-37.48,,,
134939.368,521762.504,-37.452,,,
134940.039,521762.235,-37.457,,,
134940.148,521763.156,-37.452,,,
134941.129,521762.412,-37.443,,,
134940.251,521762.932,-37.47,,,
134941.222,521762.249,-37.439,,,
134939.915,521762.16,-37.479,,,
134939.331,521762.485,-37.446,,,
134940.388,521761.824,-37.473,,,
134939.65,521762.726,-37.474,,,
134940.222,521762.909,-37.473,,,
134939.608,521762.865,-37.513,,,
134940.234,521762.955,-37.46,,,
134939.163,521762.339,-37.448,,,
134939.532,521762.36,-37.488,,,
134939.897,521762.197,-37.477,,,
134939.387,521762.604,-37.462,,,
134939.432,521762.454,-37.442,,,
134939.357,521762.58,-37.448,,,
134941.275,521762.245,-37.454,,,
134941.206,521762.363,-37.432,,,
134939.834,521762.712,-37.473,,,
134939.758,521762.837,-37.46,,,
134940.372,521761.849,-37.481,,,
134939.954,521762.781,-37.471000000000004,,,
134940.303,521762.492,-37.469,,,
134940.198,521762.937,-37.463,,,
134940.122,521763.063,-37.459,,,
134939.824,521762.655,-37.505,,,
134939.692,521762.796,-37.467,,,
134939.996,521762.717,-37.491,,,
134939.901,521762.322,-37.505,,,
134939.538,521762.023,-37.465,,,
134941.105,521762.306,-37.46,,,
134939.933,521762.214,-37.465,,,
134939.402,521762.444,-37.454,,,
134939.334,521762.564,-37.45,,,
134940.182,521763.096,-37.454,,,
134941.244,521762.234,-37.448,,,
134941.191,521762.239,-37.451,,,
134939.663,521762.009,-37.477,,,
134939.483,521762.579,-37.476,,,
134940.465,521761.822,-37.468,,,
134940.592,521761.899,-37.483,,,
134939.859,521762.805,-37.456,,,
134940.41,521762.468,-37.464,,,
134940.331,521762.588,-37.488,,,
134940.104,521762.964,-37.476,,,
134939.379,521762.473,-37.454,,,
134940.055,521762.211,-37.449,,,
134940.239,521763.007,-37.456,,,
134940.164,521763.133,-37.452,,,
134939.181,521762.257,-37.444,,,
134941.499,521762.63,-37.415,,,
134939.654,521762.25,-37.534,,,
134939.725,521761.999,-37.501,,,
134939.961,521762.146,-37.459,,,
134941.492,521762.59,-37.418,,,
134941.157,521762.254,-37.452,,,
134939.643,521762.117,-37.489,,,
134939.492,521762.367,-37.472,,,
134939.507,521762.072,-37.491,,,
134941.175,521762.262,-37.441,,,
134939.567,521762.106,-37.485,,,
134941.147,521762.24,-37.462,,,
134940.495,521761.846,-37.474,,,
134939.688,521762.88,-37.48,,,
134939.958,521762.711,-37.493,,,
134939.888,521762.829,-37.462,,,
134939.291,521762.493,-37.448,,,
134939.485,521762.449,-37.449,,,
134939.538,521762.443,-37.455,,,
134939.606,521762.098,-37.474,,,
134939.576,521762.418,-37.482,,,
134939.506,521762.55,-37.477,,,
134939.994,521762.729,-37.481,,,
134939.856,521762.263,-37.484,,,
134939.757,521762.701,-37.47,,,
134939.677,521762.82,-37.476,,,
134939.875,521762.782,-37.466,,,
134940.434,521762.44,-37.474,,,
134940.122,521762.928,-37.478,,,
134941.203,521762.285,-37.429,,,
134940.002,521762.171,-37.445,,,
134939.157,521762.286,-37.443,,,
134939.869,521762.174,-37.49,,,
134939.345,521762.533,-37.452,,,
134940.124,521763.185,-37.451,,,
134941.113,521762.436,-37.451,,,
134939.529,521762.101,-37.488,,,
134939.943,521762.182,-37.457,,,
134939.697,521762.713,-37.473,,,
134939.659,521762.092,-37.481,,,
134939.509,521762.344,-37.491,,,
134939.315,521762.509,-37.446,,,
134939.985,521762.118,-37.468,,,
134939.515,521762.472,-37.454,,,
134940.343,521761.825,-37.485,,,
134939.405,521762.567,-37.455,,,
134940.11,521762.193,-37.465,,,
134939.629,521762.069,-37.475,,,
134939.723,521762.806,-37.465,,,
134939.93,521762.765,-37.473,,,
134939.847,521762.895,-37.46,,,
134940.562,521761.875,-37.477,,,
134940.28,521762.477,-37.481,,,
134940.094,521763.04,-37.472,,,
134941.246,521762.356,-37.439,,,
134940.219,521763.115,-37.459,,,
134941.18,521762.314,-37.428,,,
134939.887,521762.273,-37.482,,,
134939.977,521762.752,-37.471000000000004,,,
134940.075,521762.312,-37.468,,,
134939.956,521762.23,-37.462,,,
134939.449,521762.43,-37.443,,,
134940.177,521763.18,-37.448,,,
134941.232,521762.308,-37.425,,,
134941.165,521762.429,-37.439,,,
134941.157,521762.299,-37.44,,,
134940.154,521763.209,-37.457,,,
134939.701,521762.028,-37.501,,,
134941.216,521762.332,-37.425,,,
134939.462,521762.478,-37.448,,,
134939.781,521762.717,-37.467,,,
134939.706,521762.843,-37.472,,,
134939.906,521762.793,-37.464,,,
134939.555,521761.987,-37.467,,,
134941.23,521762.38,-37.439,,,
134939.84,521762.151,-37.493,,,
134940.307,521762.571,-37.482,,,
134939.736,521761.969,-37.512,,,
134940.447,521761.858,-37.467,,,
134939.644,521761.909,-37.476,,,
134939.499,521762.496,-37.454,,,
134940.432,521761.882,-37.475,,,
134939.894,521762.747,-37.477,,,
134939.817,521762.871,-37.455,,,
134939.201,521762.358,-37.463,,,
134939.628,521761.932,-37.475,,,
134940.151,521762.95,-37.465,,,
134940.138,521762.904,-37.478,,,
134939.669,521761.926,-37.491,,,
134939.598,521762.057,-37.469,,,
134940.079,521762.182,-37.458,,,
134939.308,521762.469,-37.449,,,
134939.496,521762.418,-37.45,,,
134939.428,521762.538,-37.455,,,
134939.373,521762.42,-37.457,,,
134940.163,521762.997,-37.452,,,
134940.214,521763.198,-37.454,,,
134941.269,521762.327,-37.431,,,
134941.189,521762.445,-37.437,,,
134940.042,521762.164,-37.453,,,
134939.513,521762.395,-37.46,,,
134940.112,521763.139,-37.464,,,
134940.402,521761.859,-37.47,,,
134939.663,521762.773,-37.471000000000004,,,
134939.918,521762.718,-37.486,,,
134940.158,521763.08,-37.456,,,
134941.141,521762.322,-37.439,,,
134941.28,521762.297,-37.441,,,
134941.468,521762.619,-37.417,,,
134939.695,521761.975,-37.495,,,
134940.392,521762.504,-37.463,,,
134939.663,521761.963,-37.48,,,
134939.557,521762.408,-37.474,,,
134939.481,521762.533,-37.461,,,
134939.396,521762.645,-37.477,,,
134939.712,521761.952,-37.505,,,
134939.721,521762.684,-37.473,,,
134939.648,521762.797,-37.488,,,
134940.579,521761.851,-37.478,,,
134939.846,521762.759,-37.46,,,
134940.091,521762.917,-37.48,,,
134939.522,521762.047,-37.474,,,
134939.551,521762.07,-37.47,,,
134939.319,521762.439,-37.459,,,
134939.528,521762.384,-37.469,,,
134939.181,521762.303,-37.45,,,
134940.121,521762.253,-37.46,,,
134939.735,521762.867,-37.469,,,
134940.361,521762.403,-37.472,,,
134940.293,521762.523,-37.468,,,
134940.187,521762.968,-37.462,,,
134940.106,521763.087,-37.468,,,
134940.231,521763.162,-37.455,,,
134940.201,521763.151,-37.458,,,
134941.258,521762.267,-37.436,,,
134941.182,521762.392,-37.432,,,
134939.624,521762.84,-37.505,,,
134939.536,521762.095,-37.488,,,
134940.105,521762.276,-37.459,,,
134939.674,521762.697,-37.475,,,
134939.793,521762.764,-37.463,,,
134939.355,521762.457,-37.456,,,
134940.345,521762.427,-37.471000000000004,,,
134940.216,521762.991,-37.459,,,
134940.135,521763.109,-37.455,,,
134941.118,521762.352,-37.447,,,
134939.864,521762.723,-37.471000000000004,,,
134939.781,521762.853,-37.458,,,
134940.051,521762.295,-37.461,,,
134939.941,521762.734,-37.484,,,
134939.865,521762.858,-37.462,,,
134937.462,521776.455,-37.438,,,
134937.789,521776.616,-37.426,,,
134937.835,521776.812,-37.446,,,
134937.376,521775.503,-37.326,,,
134937.303,521775.617,-37.341,,,
134937.489,521775.578,-37.341,,,
134937.733,521775.898,-37.36,,,
134937.373,521775.439,-37.349,,,
134937.305,521775.545,-37.328,,,
134937.394,521775.468,-37.337,,,
134937.318,521775.593,-37.333,,,
134937.718,521775.968,-37.374,,,
134937.516,521775.628,-37.355,,,
134937.681,521775.905,-37.371,,,
134937.388,521775.818,-37.368,,,
134937.99,521776.642,-37.384,,,
134937.17,521776.101,-37.398,,,
134937.2,521775.646,-37.409,,,
134937.455,521775.638,-37.33,,,
134937.793,521775.933,-37.363,,,
134937.436,521775.538,-37.338,,,
134937.219,521776.719,-37.435,,,
134937.859,521776.573,-37.415,,,
134937.784,521776.699,-37.42,,,
134937.181,521776.025,-37.412,,,
134937.263,521775.475,-37.326,,,
134937.225,521775.589,-37.384,,,
134937.295,521775.577,-37.344,,,
134937.914,521776.691,-37.413,,,
134937.694,521776.012,-37.4,,,
134937.841,521776.61,-37.414,,,
134937.31,521775.462,-37.324,,,
134937.361,521775.664,-37.334,,,
134937.958,521776.689,-37.392,,,
134937.732,521776.706,-37.432,,,
134937.858,521776.782,-37.437,,,
134937.292,521775.498,-37.322,,,
134937.345,521775.687,-37.334,,,
134937.447,521775.806,-37.356,,,
134937.694,521775.952,-37.376,,,
134937.672,521776.042,-37.417,,,
134937.279,521775.661,-37.367,,,
134937.77,521775.962,-37.371,,,
134937.491,521776.478,-37.435,,,
134937.742,521776.629,-37.428,,,
134937.279,521775.451,-37.326,,,
134937.332,521775.64,-37.338,,,
134937.218,521776.088,-37.405,,,
134937.877,521776.673,-37.407,,,
134937.271,521775.68,-37.384,,,
134937.747,521775.992,-37.38,,,
134938.012,521776.67,-37.381,,,
134937.192,521776.683,-37.439,,,
134937.775,521776.777,-37.443,,,
134937.337,521775.752,-37.357,,,
134937.665,521775.989,-37.403,,,
134937.512,521776.52,-37.44,,,
134937.755,521776.676,-37.424,,,
134937.363,521775.456,-37.33,,,
134937.796,521775.907,-37.364,,,
134937.469,521776.718,-37.493,,,
134937.405,521775.527,-37.332,,,
134937.451,521775.722,-37.343,,,
134937.715,521776.054,-37.405,,,
134937.974,521776.725,-37.407,,,
134937.408,521775.651,-37.332,,,
134937.74,521775.939,-37.365,,,
134937.691,521776.038,-37.407,,,
134937.26,521775.501,-37.342,,,
134937.437,521775.674,-37.329,,,
134937.802,521776.663,-37.422,,,
134937.821,521776.763,-37.432,,,
134937.496,521776.395,-37.44,,,
134937.245,521775.585,-37.374,,,
134937.797,521776.747,-37.425,,,
134937.488,521775.741,-37.358,,,
134937.417,521775.782,-37.341,,,
134937.475,521776.502,-37.443,,,
134937.719,521776.658,-37.427,,,
134937.844,521776.734,-37.423,,,
134937.97,521776.81,-37.429,,,
134937.334,521775.569,-37.324,,,
134937.895,521776.591,-37.403,,,
134937.334,521775.433,-37.333,,,
134937.492,521775.657,-37.345,,,
134937.379,521775.777,-37.353,,,
134937.389,521775.551,-37.331,,,
134937.433,521775.758,-37.342,,,
134937.308,521775.683,-37.354,,,
134937.929,521776.666,-37.395,,,
134937.777,521776.016,-37.385,,,
134937.918,521776.607,-37.4,,,
134937.239,521775.638,-37.398,,,
134937.927,521776.739,-37.418,,,
134937.817,521775.949,-37.369,,,
134937.808,521776.715,-37.418,,,
134937.934,521776.792,-37.432,,,
134937.46,521775.51,-37.348,,,
134937.499,521775.71,-37.359,,,
134937.456,521776.402,-37.442,,,
134937.297,521775.415,-37.337,,,
134937.424,521775.491,-37.342,,,
134937.348,521775.616,-37.329,,,
134937.527,521776.496,-37.431,,,
134937.76,521776.593,-37.429,,,
134937.804,521776.8,-37.439,,,
134937.489,521775.787,-37.373,,,
134937.485,521775.527,-37.363,,,
134937.442,521775.591,-37.334,,,
134937.371,521775.587,-37.33,,,
134937.343,521775.416,-37.343,,,
134937.276,521775.522,-37.331,,,
134937.801,521775.973,-37.369,,,
134937.527,521775.598,-37.365,,,
134937.911,521776.567,-37.403,,,
134938.037,521776.629,-37.382,,,
134937.957,521776.762,-37.415,,,
134937.462,521775.691,-37.345,,,
134937.261,521775.606,-37.362,,,
134937.548,521776.807,-37.5,,,
134937.651,521775.941,-37.389,,,
134937.261,521775.547,-37.348,,,
134937.234,521776.065,-37.415,,,
134937.165,521776.048,-37.402,,,
134937.632,521775.841,-37.388,,,
134937.465,521775.77,-37.357,,,
134937.71,521775.928,-37.368,,,
134937.825,521776.633,-37.413,,,
134937.478,521775.609,-37.331,,,
134937.943,521776.714,-37.400999999999996,,,
134937.473,521776.379,-37.443,,,
134937.768,521776.724,-37.429,,,
134937.773,521776.64,-37.425,,,
134937.247,521775.559,-37.357,,,
134937.897,521776.728,-37.421,,,
134937.419,521775.83,-37.374,,,
134937.323,521775.508,-37.32,,,
134937.368,521775.703,-37.331,,,
134937.316,521775.724,-37.36,,,
134937.206,521776.119,-37.395,,,
134937.601,521776.637,-37.463,,,
134937.941,521776.577,-37.392,,,
134937.97,521776.6,-37.388,,,
134937.281,521776.816,-37.406,,,
