x,y,z,red,green,blue
134937.736,521772.922,-37.398,,,
134937.649,521774.306,-37.355,,,
134938.542,521773.415,-37.379,,,
134937.344,521774.802,-37.367,,,
134938.354,521774.2,-37.400999999999996,,,
134938.129,521774.563,-37.39,,,
134937.619,521773.442,-37.388,,,
134937.739,521774.364,-37.363,,,
134938.287,521773.213,-37.408,,,
134937.31,521773.963,-37.389,,,
134938.68,521774.225,-37.398,,,
134938.484,521773.638,-37.349,,,
134937.769,521774.388,-37.369,,,
134938.074,521774.58,-37.374,,,
134938.303,521773.953,-37.403,,,
134938.117,521773.408,-37.396,,,
134937.818,521773.899,-37.408,,,
134938.013,521774.545,-37.371,,,
134938.903,521773.936,-37.34,,,
134937.17,521773.149,-37.426,,,
134937.357,521774.085,-37.378,,,
134938.58,521774.333,-37.378,,,
134938.233,521774.131,-37.395,,,
134937.953,521774.66,-37.376,,,
134937.19,521774.494,-37.451,,,
134937.499,521775.021,-37.415,,,
134938.976,521773.687,-37.344,,,
134939.02,521773.88,-37.328,,,
134937.538,521774.967,-37.407,,,
134938.066,521774.734,-37.373,,,
134938.687,521773.666,-37.344,,,
134938.262,521774.004,-37.383,,,
134938.61,521773.729,-37.381,,,
134937.662,521775.042,-37.386,,,
134938.633,521774.238,-37.391,,,
134938.552,521774.357,-37.396,,,
134938.567,521773.643,-37.344,,,
134938.419,521773.896,-37.472,,,
134937.901,521773.139,-37.4,,,
134938.936,521773.875,-37.324,,,
134937.747,521773.131,-37.400999999999996,,,
134937.58,521774.214,-37.392,,,
134938.293,521774.165,-37.398,,,
134938.54,521774.31,-37.4,,,
134938.74,521774.259,-37.392,,,
134937.432,521773.54,-37.392,,,
134937.334,521773.979,-37.396,,,
134938.322,521773.23,-37.396,,,
134937.839,521773.791,-37.396,,,
134938.17,521773.133,-37.43,,,
134938.828,521774.195,-37.409,,,
134938.566,521773.386,-37.389,,,
134937.964,521773.866,-37.393,,,
134937.697,521774.429,-37.352,,,
134938.59,521773.747,-37.399,,,
134937.323,521772.708,-37.383,,,
134938.371,521774.118,-37.396,,,
134938.122,521772.501,-37.376,,,
134937.327,521774.061,-37.372,,,
134937.838,521772.293,-37.371,,,
134937.326,521772.831,-37.374,,,
134937.514,521773.633,-37.354,,,
134938.191,521773.372,-37.367,,,
134938.386,521773.328,-37.376,,,
134938.437,521773.516,-37.361,,,
134938.637,521773.479,-37.369,,,
134938.627,521774.32,-37.376,,,
134938.514,521773.603,-37.341,,,
134937.728,521773.076,-37.397,,,
134937.168,521774.255,-37.414,,,
134938.174,521773.184,-37.408,,,
134938.299,521773.258,-37.386,,,
134937.154,521774.762,-37.354,,,
134937.528,521774.505,-37.385,,,
134938.952,521773.715,-37.334,,,
134938.103,521774.469,-37.398,,,
134937.629,521775.102,-37.393,,,
134939.015,521773.963,-37.322,,,
134938.591,521774.303,-37.38,,,
134938.94,521774.013,-37.36,,,
134937.198,521774.07,-37.389,,,
134937.348,521774.718,-37.363,,,
134937.273,521774.843,-37.359,,,
134937.945,521774.575,-37.373,,,
134938.069,521774.663,-37.369,,,
134937.319,521774.695,-37.366,,,
134937.255,521773.981,-37.391,,,
134937.796,521774.483,-37.379,,,
134937.505,521775.074,-37.429,,,
134937.488,521775.111,-37.437,,,
134940.744,521772.151,-37.432,,,
134939.643,521770.7,-37.406,,,
134939.337,521771.196,-37.418,,,
134939.826,521771.496,-37.395,,,
134940.197,521771.73,-37.412,,,
134940.481,521772.074,-37.408,,,
134940.688,521772.032,-37.416,,,
134939.17,521771.036,-37.403,,,
134939.77,521771.586,-37.411,,,
134940.585,521771.927,-37.411,,,
134939.785,521771.427,-37.412,,,
134939.076,521771.122,-37.43,,,
134939.899,521771.457,-37.43,,,
134940.138,521771.607,-37.433,,,
134940.926,521772.391,-37.441,,,
134940.07,521771.726,-37.429,,,
134940.264,521771.683,-37.438,,,
134940.509,521771.84,-37.44,,,
134940.434,521771.952,-37.428,,,
134939.61,521770.761,-37.413,,,
134939.303,521771.256,-37.416,,,
134939.792,521771.556,-37.393,,,
134940.157,521771.782,-37.392,,,
134940.283,521771.858,-37.407,,,
134940.121,521771.63,-37.423,,,
134940.203,521771.513,-37.444,,,
134940.253,521771.713,-37.428,,,
134939.717,521771.546,-37.408,,,
134940.199,521771.852,-37.385,,,
134940.457,521772.013,-37.413,,,
134939.337,521771.106,-37.424,,,
134939.459,521771.266,-37.433,,,
134939.779,521771.298,-37.448,,,
134939.697,521771.415,-37.427,,,
134940.075,521771.643,-37.434,,,
134940.275,521771.607,-37.443,,,
134940.86,521772.303,-37.433,,,
134939.377,521771.338,-37.424,,,
134939.936,521771.52,-37.433,,,
134940.256,521771.553,-37.447,,,
134940.306,521771.754,-37.44,,,
134940.847,521772.256,-37.428,,,
134940.116,521771.712,-37.409,,,
134939.627,521770.724,-37.405,,,
134939.733,521771.568,-37.405,,,
134939.816,521771.527,-37.394,,,
134940.235,521771.87,-37.391,,,
134940.475,521772.021,-37.402,,,
134940.181,521771.753,-37.402,,,
134940.593,521772.102,-37.399,,,
134940.3,521771.835,-37.417,,,
134939.632,521770.984,-37.515,,,
134940.479,521772.1,-37.424,,,
134940.665,521772.061,-37.416,,,
134940.234,521771.793,-37.405,,,
134939.633,521770.777,-37.411,,,
134939.326,521771.272,-37.405,,,
134939.779,521771.374,-37.416,,,
134940.308,521771.875,-37.413,,,
134940.678,521772.109,-37.421,,,
134940.325,521771.718,-37.45,,,
134939.488,521771.065,-37.473,,,
134939.38,521771.042,-37.453,,,
134939.427,521771.255,-37.427,,,
134939.686,521771.024,-37.527,,,
134939.347,521771.374,-37.442,,,
134939.875,521771.349,-37.43,,,
134939.918,521771.556,-37.431,,,
134940.039,521771.625,-37.438,,,
134940.245,521771.583,-37.437,,,
134940.942,521772.366,-37.424,,,
134939.332,521771.054,-37.437,,,
134939.827,521771.362,-37.423,,,
134939.87,521771.569,-37.424,,,
134940.185,521771.594,-37.431,,,
134940.525,521772.146,-37.427,,,
134940.738,521772.097,-37.418,,,
134940.486,521771.945,-37.407,,,
134940.526,521772.133,-37.419,,,
134939.464,521771.048,-37.466,,,
134939.193,521771.007,-37.403,,,
134939.727,521771.515,-37.4,,,
134940.105,521771.744,-37.416,,,
134940.468,521771.981,-37.406,,,
134939.667,521770.717,-37.403999999999996,,,
134939.093,521771.084,-37.413,,,
134939.722,521771.042,-37.524,,,
134940.903,521772.374,-37.443,,,
134939.791,521771.344,-37.426,,,
134940.161,521771.577,-37.433,,,
134940.085,521771.702,-37.42,,,
134940.282,521771.646,-37.44,,,
134940.5,521772.129,-37.421,,,
134940.992,521772.432,-37.443,,,
134939.385,521771.229,-37.422,,,
134940.132,521771.689,-37.418,,,
134940.252,521771.757,-37.416,,,
134940.622,521771.99,-37.414,,,
134940.546,521772.115,-37.400999999999996,,,
134939.856,521771.521,-37.41,,,
134940.221,521771.746,-37.409,,,
134940.598,521771.974,-37.407,,,
134939.647,521770.825,-37.425,,,
134939.651,521771.084,-37.525,,,
134939.616,521770.815,-37.427,,,
134940.492,521771.863,-37.43,,,
134939.912,521771.503,-37.426,,,
134940.233,521771.537,-37.45,,,
134940.15,521771.653,-37.42,,,
134940.277,521771.73,-37.434,,,
134939.663,521770.995,-37.521,,,
134939.84,521771.544,-37.400999999999996,,,
134940.507,521772.123,-37.412,,,
134940.702,521772.079,-37.421,,,
134939.311,521771.296,-37.413,,,
134940.521,521771.886,-37.427,,,
134940.811,521772.238,-37.44,,,
134939.505,521771.042,-37.482,,,
134940.174,521771.624,-37.429,,,
134940.539,521771.851,-37.437,,,
134940.708,521772.132,-37.426,,,
134940.213,521771.901,-37.408,,,
134939.356,521771.026,-37.447,,,
134939.894,521771.54,-37.425,,,
134940.795,521772.263,-37.449,,,
134940.918,521772.35,-37.426,,,
134940.641,521772.044,-37.409,,,
134939.374,521771.124,-37.43,,,
134939.738,521771.349,-37.42,,,
134939.984,521771.508,-37.449,,,
134940.109,521771.583,-37.436,,,
134940.24,521771.666,-37.432,,,
134939.762,521771.321,-37.43,,,
134940.399,521771.935,-37.44,,,
134939.674,521771.445,-37.435,,,
134940.126,521771.56,-37.446,,,
134940.251,521771.635,-37.433,,,
134940.472,521772.107,-37.433,,,
134940.845,521772.328,-37.45,,,
134939.717,521770.782,-37.414,,,
134939.403,521771.283,-37.417,,,
134940.502,521771.922,-37.417,,,
134940.177,521771.883,-37.412,,,
134939.21,521771.029,-37.41,,,
134939.693,521770.812,-37.414,,,
134939.387,521771.307,-37.417,,,
134939.301,521771.178,-37.422,,,
134939.725,521771.587,-37.423,,,
134940.168,521771.707,-37.415,,,
134940.533,521771.932,-37.405,,,
134940.464,521772.066,-37.418,,,
134940.651,521772.014,-37.41,,,
134939.755,521771.538,-37.388,,,
134939.036,521771.129,-37.432,,,
134939.368,521771.162,-37.419,,,
134939.47,521771.236,-37.444,,,
134939.72,521771.386,-37.428,,,
134939.967,521771.531,-37.439,,,
134940.086,521771.612,-37.436,,,
134940.293,521771.57,-37.444,,,
134940.331,521771.77,-37.446,,,
134940.876,521772.279,-37.424,,,
134940.961,521772.421,-37.437,,,
134939.288,521771.326,-37.431,,,
134939.488,521771.29,-37.439,,,
134939.815,521771.316,-37.436,,,
134940.103,521771.666,-37.422,,,
134940.18,521771.542,-37.444,,,
134940.772,521772.246,-37.451,,,
134940.889,521772.326,-37.429,,,
134940.128,521771.759,-37.405,,,
134940.254,521771.835,-37.400999999999996,,,
134939.368,521771.072,-37.434,,,
134939.856,521771.385,-37.419,,,
134940.568,521771.874,-37.434,,,
134939.569,521770.737,-37.435,,,
134939.773,521771.501,-37.389,,,
134940.145,521771.735,-37.405,,,
134940.263,521771.817,-37.411,,,
134940.131,521773.125,-37.394,,,
134938.699,521771.749,-37.419,,,
134939.268,521773.352,-37.349,,,
134940.757,521772.662,-37.396,,,
134938.835,521773.081,-37.402,,,
134939.869,521773.006,-37.409,,,
134939.131,521771.853,-37.403999999999996,,,
134939.325,521771.81,-37.414,,,
134939.024,521772.311,-37.407,,,
134939.618,521772.719,-37.425,,,
134939.311,521771.641,-37.444,,,
134939.143,521772.378,-37.386,,,
134939.702,521772.036,-37.394,,,
134939.619,521772.166,-37.39,,,
134938.963,521772.95,-37.394,,,
134938.888,521773.076,-37.4,,,
134939.319,521772.655,-37.384,,,
134939.067,521772.503,-37.373,,,
134939.41,521772.85,-37.392,,,
134939.515,521772.613,-37.411,,,
134940.019,521772.962,-37.421,,,
134938.999,521772.623,-37.378,,,
134939.947,521772.194,-37.405,,,
134938.984,521772.453,-37.381,,,
134939.096,521772.526,-37.37,,,
134940.544,521772.816,-37.326,,,
134939.9,521772.192,-37.38,,,
134939.864,521772.864,-37.428,,,
134939.294,521773.176,-37.377,,,
134939.227,521773.283,-37.365,,,
134939.339,521773.357,-37.362,,,
134938.816,521771.333,-37.459,,,
134940.329,521772.608,-37.371,,,
134938.867,521773.093,-37.409,,,
134940.574,521772.751,-37.356,,,
134940.774,521772.715,-37.374,,,
134940.179,521772.694,-37.429,,,
134940.521,521772.846,-37.335,,,
134937.908,521772.114,-37.461,,,
134939.348,521772.679,-37.38,,,
134938.746,521771.72,-37.382,,,
134940.116,521772.386,-37.418,,,
134939.564,521771.914,-37.41,,,
134939.655,521773.546,-37.421,,,
134939.772,521772.264,-37.365,,,
134938.261,521771.951,-37.387,,,
134939.278,521771.822,-37.407,,,
134938.273,521771.787,-37.424,,,
134940.05,521772.434,-37.4,,,
134938.225,521771.933,-37.39,,,
134940.349,521772.709,-37.4,,,
134938.756,521771.419,-37.411,,,
134938.664,521771.522,-37.4,,,
134938.799,521771.701,-37.362,,,
134940.284,521772.608,-37.374,,,
134939.56,521772.807,-37.413,,,
134938.381,521772.722,-37.436,,,
134938.733,521771.403,-37.413,,,
134938.641,521772.376,-37.426,,,
134938.493,521772.615,-37.437,,,
134938.412,521772.733,-37.433,,,
134938.42,521771.89,-37.408,,,
134938.884,521771.362,-37.462,,,
134938.707,521771.729,-37.402,,,
134939.4,521773.212,-37.396,,,
134939.869,521772.316,-37.364,,,
134938.926,521771.508,-37.413,,,
134938.997,521772.41,-37.393,,,
134938.837,521772.185,-37.363,,,
134938.285,521772.057,-37.369,,,
134937.869,521772.107,-37.445,,,
134938.853,521771.351,-37.455,,,
134939.164,521771.747,-37.391,,,
134939.342,521771.652,-37.442,,,
134938.313,521771.869,-37.407,,,
134939.898,521772.34,-37.37,,,
134938.745,521771.449,-37.4,,,
134938.432,521771.936,-37.386,,,
134939.74,521772.924,-37.431,,,
134940.253,521772.387,-37.436,,,
134938.133,521772.426,-37.389,,,
134938.718,521771.639,-37.38,,,
134939.547,521772.072,-37.391,,,
134937.859,521772.124,-37.426,,,
134938.89,521772.869,-37.403999999999996,,,
134939.115,521771.683,-37.408,,,
134939.242,521772.568,-37.403999999999996,,,
134938.835,521771.373,-37.437,,,
134939.748,521772.037,-37.409,,,
134938.727,521772.295,-37.39,,,
134937.878,521772.09,-37.455,,,
134940.62,521772.827,-37.33,,,
134939.367,521772.644,-37.4,,,
134939.325,521771.675,-37.432,,,
134939.055,521772.322,-37.403999999999996,,,
134939.172,521772.402,-37.392,,,
134938.854,521771.338,-37.456,,,
134939.53,521772.109,-37.399,,,
134938.874,521772.893,-37.403999999999996,,,
134939.731,521772.059,-37.39,,,
134939.679,521772.754,-37.437,,,
134939.729,521772.956,-37.439,,,
134939.648,521772.19,-37.386,,,
134939.548,521773.526,-37.438,,,
134940.601,521772.636,-37.435,,,
134939.223,521772.604,-37.393,,,
134939.936,521772.21,-37.386,,,
134938.992,521772.974,-37.4,,,
134939.269,521772.799,-37.403999999999996,,,
134940.317,521772.427,-37.412,,,
134939.551,521772.631,-37.417,,,
134939.976,521772.217,-37.400999999999996,,,
134939.163,521773.243,-37.399,,,
134939.179,521773.219,-37.39,,,
134938.538,521772.809,-37.439,,,
134939.363,521773.193,-37.39,,,
134940.026,521772.418,-37.394,,,
134940.34,521772.442,-37.4,,,
134940.39,521772.643,-37.393,,,
134940.279,521773.095,-37.414,,,
134940.717,521772.67,-37.398,,,
134939.607,521772.795,-37.421,,,
134939.223,521771.704,-37.409,,,
134940.043,521772.381,-37.386,,,
134938.851,521771.605,-37.374,,,
134939.374,521773.176,-37.409,,,
134938.733,521772.422,-37.444,,,
134939.536,521772.836,-37.413,,,
134938.298,521772.105,-37.374,,,
134938.798,521771.565,-37.371,,,
134939.08,521773.659,-37.385,,,
134938.723,521771.691,-37.376,,,
134940.169,521772.471,-37.418,,,
134939.361,521773.205,-37.38,,,
134939.851,521772.952,-37.413,,,
134940.357,521772.42,-37.419,,,
134940.208,521772.657,-37.403,,,
134938.917,521771.647,-37.377,,,
134938.61,521772.141,-37.371,,,
134940.68,521772.665,-37.41,,,
134939.721,521772.001,-37.413,,,
134940.336,521772.721,-37.418,,,
134938.743,521772.211,-37.358,,,
134939.359,521771.629,-37.46,,,
134938.857,521772.287,-37.382,,,
134938.47,521772.78,-37.436,,,
134939.032,521772.562,-37.362,,,
134938.269,521772.081,-37.377,,,
134938.762,521771.547,-37.375,,,
134938.456,521772.043,-37.378,,,
134938.893,521771.63,-37.37,,,
134938.581,521772.118,-37.374,,,
134938.706,521772.193,-37.361,,,
134938.825,521772.275,-37.367,,,
134939.003,521772.538,-37.356,,,
134939.123,521772.621,-37.38,,,
134939.367,521772.778,-37.373,,,
134939.665,521772.108,-37.382,,,
134940.727,521772.652,-37.408,,,
134939.886,521772.234,-37.36,,,
134939.26,521773.222,-37.358,,,
134939.993,521772.315,-37.375,,,
134939.387,521773.299,-37.372,,,
134939.311,521773.424,-37.359,,,
134939.278,521772.721,-37.382,,,
134939.971,521772.436,-37.396,,,
134940.183,521773.119,-37.382,,,
134939.396,521772.802,-37.378,,,
134939.286,521773.316,-37.35,,,
134939.902,521772.256,-37.357,,,
134939.534,521772.578,-37.431,,,
134938.619,521772.737,-37.448,,,
134939.411,521773.316,-37.379,,,
134939.147,521771.829,-37.396,,,
134938.903,521772.227,-37.365,,,
134939.995,521772.393,-37.379,,,
134939.055,521773.686,-37.357,,,
134938.414,521771.972,-37.385,,,
134940.336,521772.392,-37.431,,,
134939.756,521773.051,-37.449,,,
134938.345,521772.092,-37.372,,,
134939.453,521772.023,-37.428,,,
134938.769,521771.677,-37.356,,,
134938.796,521772.251,-37.361,,,
134939.64,521773.512,-37.424,,,
134938.972,521772.528,-37.368,,,
134938.929,521772.187,-37.385,,,
134939.599,521772.619,-37.424,,,
134938.539,521772.048,-37.381,,,
134939.644,521772.813,-37.426,,,
134940.644,521772.723,-37.372,,,
134940.53,521772.782,-37.338,,,
134939.338,521772.755,-37.376,,,
134939.844,521772.209,-37.355,,,
134939.969,521772.298,-37.369,,,
134939.237,521773.207,-37.37,,,
134940.293,521772.455,-37.402,,,
134940.212,521772.573,-37.39,,,
134938.759,521771.363,-37.433,,,
134939.35,521773.281,-37.367,,,
134939.287,521773.407,-37.353,,,
134939.517,521771.927,-37.412,,,
134938.446,521771.85,-37.428,,,
134940.341,521772.668,-37.385,,,
134939.959,521772.375,-37.373,,,
134939.247,521771.676,-37.418,,,
134938.427,521772.709,-37.425,,,
134938.78,521771.601,-37.361,,,
134938.906,521771.677,-37.366,,,
134938.594,521772.165,-37.37,,,
134938.793,521772.128,-37.37,,,
134938.553,521772.785,-37.43,,,
134940.3,521772.374,-37.435,,,
134938.278,521771.928,-37.387,,,
134938.92,521772.204,-37.375,,,
134940.573,521772.839,-37.323,,,
134938.399,521772.686,-37.437,,,
134939.738,521771.978,-37.432,,,
134939.021,521772.593,-37.361,,,
134939.55,521772.555,-37.44,,,
134939.642,521772.137,-37.381,,,
134939.606,521773.482,-37.429,,,
134940.264,521772.566,-37.378,,,
134937.883,521772.141,-37.433,,,
134939.771,521773.026,-37.431,,,
134940.353,521772.369,-37.45,,,
134939.66,521773.463,-37.427,,,
134938.692,521771.544,-37.379,,,
134938.816,521771.619,-37.357,,,
134938.195,521771.923,-37.402,,,
134938.584,521772.242,-37.375,,,
134938.628,521771.505,-37.413,,,
134938.79,521772.198,-37.356,,,
134938.818,521772.145,-37.376,,,
134938.756,521772.259,-37.372,,,
134938.149,521771.983,-37.418,,,
134939.273,521773.269,-37.354,,,
134939.046,521772.61,-37.367,,,
134940.006,521772.362,-37.38,,,
134938.562,521772.272,-37.392,,,
134939.048,521773.647,-37.369,,,
134939.387,521773.345,-37.378,,,
134939.672,521772.147,-37.379,,,
134939.458,521771.939,-37.433,,,
134939.291,521772.768,-37.378,,,
134940.376,521772.595,-37.379,,,
134939.08,521772.55,-37.369,,,
134940.626,521772.745,-37.353,,,
134940.71,521772.75,-37.357,,,
134938.213,521771.887,-37.403,,,
134939.276,521771.699,-37.415,,,
134939.33,521772.715,-37.379,,,
134939.194,521771.816,-37.394,,,
134938.852,521771.426,-37.414,,,
134938.492,521771.925,-37.392,,,
134938.872,521771.391,-37.433,,,
134940.714,521772.681,-37.379,,,
134939.014,521771.7,-37.385,,,
134939.921,521772.311,-37.362,,,
134938.634,521772.321,-37.403,,,
134939.139,521771.789,-37.39,,,
134939.233,521772.392,-37.398,,,
134939.151,521772.509,-37.386,,,
134938.894,521771.541,-37.394,,,
134939.02,521772.381,-37.393,,,
134939.294,521771.798,-37.407,,,
134939.302,521773.293,-37.36,,,
134939.072,521773.663,-37.376,,,
134938.989,521772.281,-37.411,,,
134939.422,521773.376,-37.383,,,
134939.517,521772.062,-37.403,,,
134939.114,521772.356,-37.398,,,
134940.655,521772.768,-37.35,,,
134939.007,521772.469,-37.37,,,
134939.133,521772.545,-37.375,,,
134938.814,521772.859,-37.41,,,
134939.344,521773.228,-37.371,,,
134938.597,521772.095,-37.375,,,
134938.524,521772.208,-37.38,,,
134939.801,521772.287,-37.361,,,
134938.799,521771.356,-37.44,,,
134940.691,521772.71,-37.37,,,
134939.564,521772.049,-37.392,,,
134938.831,521772.957,-37.384,,,
134939.26,521771.858,-37.405,,,
134938.73,521772.164,-37.362,,,
134939.198,521773.26,-37.377,,,
134939.385,521773.222,-37.387,,,
134938.649,521772.491,-37.49,,,
134939.189,521772.664,-37.391,,,
134939.315,521773.34,-37.356,,,
134938.849,521772.246,-37.367,,,
134939.084,521773.71,-37.363,,,
134939.034,521772.908,-37.402,,,
134938.958,521773.034,-37.398,,,
134940.202,521773.084,-37.400999999999996,,,
134939.44,521772.815,-37.384,,,
134939.861,521772.395,-37.405,,,
134939.197,521773.183,-37.392,,,
134940.06,521772.358,-37.396,,,
134939.719,521772.013,-37.412,,,
134939.294,521771.663,-37.425,,,
134940.293,521772.59,-37.375,,,
134939.019,521772.515,-37.366,,,
134938.135,521772.008,-37.445,,,
134940.663,521772.688,-37.391,,,
134938.482,521772.69,-37.423,,,
134940.556,521772.863,-37.322,,,
134939.148,521772.31,-37.418,,,
134939.499,521771.963,-37.411,,,
134940.029,521772.257,-37.413,,,
134939.588,521771.885,-37.42,,,
134939.504,521772.015,-37.407,,,
134938.658,521772.338,-37.409,,,
134938.243,521771.988,-37.385,,,
134939.629,521772.09,-37.385,,,
134939.557,521772.204,-37.409,,,
134939.014,521773.062,-37.42,,,
134938.979,521772.926,-37.395,,,
134939.444,521772.655,-37.403999999999996,,,
134938.325,521771.915,-37.394,,,
134938.236,521771.858,-37.403,,,
134938.911,521773.046,-37.391,,,
134939.494,521772.856,-37.405,,,
134939.92,521772.443,-37.407,,,
134939.255,521772.751,-37.39,,,
134939.216,521773.359,-37.369,,,
134940.246,521772.468,-37.403999999999996,,,
134939.456,521772.701,-37.4,,,
134939.373,521772.832,-37.387,,,
134940.206,521773.135,-37.379,,,
134940.166,521772.587,-37.41,,,
134938.322,521772.121,-37.371,,,
134938.76,521771.709,-37.373,,,
134940.126,521773.209,-37.397,,,
134938.772,521772.235,-37.364,,,
134939.814,521772.199,-37.367,,,
134939.94,521772.964,-37.407,,,
134940.378,521772.538,-37.391,,,
134940.61,521772.693,-37.394,,,
134939.15,521773.197,-37.403,,,
134938.164,521771.972,-37.418,,,
134939.583,521772.778,-37.414,,,
134939.252,521772.836,-37.421,,,
134938.883,521771.571,-37.384,,,
134938.356,521772.061,-37.373,,,
134939.647,521772.742,-37.422,,,
134938.276,521772.136,-37.4,,,
134940.745,521772.692,-37.377,,,
134939.145,521772.592,-37.371,,,
134939.827,521772.935,-37.407,,,
134939.522,521771.979,-37.408,,,
134939.03,521773.038,-37.412,,,
134940.253,521772.508,-37.392,,,
134938.506,521772.798,-37.432,,,
134939.129,521771.716,-37.395,,,
134939.655,521772.049,-37.396,,,
134938.793,521771.648,-37.357,,,
134939.572,521772.18,-37.400999999999996,,,
134938.422,521772.656,-37.429,,,
134939.906,521772.889,-37.423,,,
134938.985,521772.844,-37.409,,,
134939.245,521773.382,-37.357,,,
134938.166,521771.9,-37.405,,,
134938.547,521772.732,-37.425,,,
134939.897,521772.204,-37.37,,,
134939.385,521772.742,-37.383,,,
134938.319,521771.997,-37.371,,,
134938.751,521771.578,-37.364,,,
134938.871,521771.646,-37.361,,,
134938.565,521772.142,-37.373,,,
134939.255,521773.305,-37.353,,,
134938.764,521772.105,-37.373,,,
134938.691,521772.217,-37.37,,,
134938.885,521772.174,-37.379,,,
134938.775,521771.34,-37.442,,,
134938.714,521771.439,-37.403,,,
134938.611,521772.351,-37.411,,,
134938.618,521771.582,-37.426,,,
134938.709,521771.776,-37.426,,,
134939.351,521772.802,-37.381,,,
134938.721,521771.478,-37.391,,,
134939.671,521772.025,-37.396,,,
134938.846,521771.553,-37.387,,,
134939.249,521773.253,-37.357,,,
134939.363,521773.328,-37.372,,,
134940.352,521772.578,-37.372,,,
134939.447,521772.868,-37.398,,,
134940.062,521772.39,-37.393,,,
134939.031,521773.669,-37.351,,,
134940.502,521772.851,-37.354,,,
134940.596,521772.735,-37.365,,,
134940.791,521772.692,-37.383,,,
134939.535,521772.025,-37.395,,,
134938.802,521772.933,-37.387,,,
134938.893,521772.169,-37.388,,,
134939.312,521771.762,-37.409,,,
134939.411,521771.952,-37.435,,,
134939.146,521771.693,-37.405,,,
134938.943,521772.429,-37.403999999999996,,,
134938.92,521772.458,-37.403,,,
134939.987,521772.951,-37.414,,,
134940.232,521773.094,-37.399,,,
134938.26,521771.83,-37.413,,,
134939.152,521772.645,-37.386,,,
134938.273,521771.876,-37.4,,,
134939.265,521771.64,-37.429,,,
134938.997,521772.89,-37.396,,,
134938.975,521773.339,-37.486,,,
134938.918,521771.513,-37.413,,,
134939.182,521771.635,-37.434,,,
134938.493,521772.75,-37.427,,,
134939.469,521771.998,-37.419,,,
134939.677,521771.943,-37.42,,,
134938.451,521772.679,-37.426,,,
134939.382,521773.382,-37.367,,,
134940.584,521772.809,-37.333,,,
134940.24,521772.55,-37.381,,,
134938.295,521771.981,-37.373,,,
134938.715,521771.56,-37.367,,,
134938.409,521772.056,-37.38,,,
134939.594,521772.747,-37.415,,,
134938.84,521771.635,-37.364,,,
134938.534,521772.131,-37.376,,,
134938.66,521772.207,-37.372,,,
134938.854,521772.163,-37.382,,,
134938.781,521772.276,-37.379,,,
134939.03,521772.44,-37.38,,,
134940.36,521772.619,-37.378,,,
134939.32,521772.792,-37.384,,,
134937.922,521772.148,-37.457,,,
134940.105,521772.372,-37.419,,,
134939.214,521773.236,-37.369,,,
134940.176,521772.511,-37.405,,,
134939.332,521773.317,-37.365,,,
134938.469,521772.643,-37.427,,,
134938.192,521771.995,-37.406,,,
134938.966,521772.489,-37.38,,,
134938.698,521771.462,-37.402,,,
134939.641,521772.69,-37.426,,,
134940.247,521772.59,-37.378,,,
134940.444,521772.504,-37.426,,,
134939.624,521773.536,-37.424,,,
134938.385,521771.949,-37.388,,,
134938.782,521771.378,-37.421,,,
134939.616,521772.596,-37.434,,,
134939.385,521772.697,-37.386,,,
134939.66,521772.79,-37.427,,,
134939.824,521773.066,-37.435,,,
134938.556,521772.024,-37.382,,,
134938.822,521771.537,-37.381,,,
134938.301,521772.033,-37.369,,,
134938.727,521771.607,-37.364,,,
134938.495,521771.99,-37.379,,,
134937.888,521772.072,-37.465,,,
134939.588,521772.694,-37.41,,,
134938.256,521772.034,-37.372,,,
134938.443,521771.996,-37.382,,,
134938.495,521772.184,-37.384,,,
134939.759,521772.217,-37.369,,,
134939.212,521773.398,-37.376,,,
134938.693,521772.146,-37.365,,,
134938.814,521772.215,-37.362,,,
134938.79,521773.022,-37.382,,,
134938.996,521772.499,-37.368,,,
134939.109,521772.574,-37.375,,,
134939.361,521772.726,-37.377,,,
134939.861,521772.186,-37.374,,,
134938.464,521772.726,-37.422,,,
134939.786,521772.312,-37.37,,,
134939.163,521771.67,-37.415,,,
134939.253,521773.183,-37.37,,,
134939.447,521771.97,-37.432,,,
134939.374,521773.252,-37.376,,,
134939.305,521773.371,-37.354,,,
134939.844,521772.912,-37.416,,,
134938.98,521772.568,-37.365,,,
134940.269,521772.484,-37.393,,,
134940.727,521772.727,-37.367,,,
134940.194,521772.61,-37.398,,,
134938.846,521771.688,-37.36,,,
134938.547,521772.178,-37.372,,,
134939.574,521772.571,-37.438,,,
134939.963,521772.98,-37.405,,,
134940.403,521772.555,-37.398,,,
134939.631,521772.766,-37.421,,,
134939.086,521771.794,-37.393,,,
134938.867,521772.209,-37.369,,,
134939.977,521772.338,-37.375,,,
134939.043,521772.486,-37.367,,,
134938.249,521771.904,-37.39,,,
134939.169,521771.799,-37.387,,,
134940.377,521772.386,-37.447,,,
134939.194,521772.58,-37.387,,,
134939.362,521771.617,-37.47,,,
134939.46,521772.632,-37.413,,,
134939.288,521771.746,-37.411,,,
134939.512,521772.82,-37.406,,,
134939.822,521772.33,-37.375,,,
134939.131,521772.333,-37.408,,,
134939.707,521771.967,-37.425,,,
134939.157,521772.561,-37.382,,,
134939.489,521772.04,-37.415,,,
134940.748,521772.68,-37.387,,,
