x,y,z
134942.38,521768.2,-37.403
134940.89,521768.06,-37.455
134942.81,521767.84,-37.417
134942.0,521767.94,-37.46
134941.62,521768.53,-37.425
134941.31,521768.97,-37.432
134941.16,521767.3,-37.435
134942.02,521768.72,-37.396
134942.22,521768.7,-37.442
134942.7,521768.2,-37.456
134941.53,521766.72,-37.436
134942.48,521766.8,-37.444
134942.81,521767.72,-37.426
134942.48,521767.44,-37.447
134942.4,521767.56,-37.426
134941.6,521766.3,-37.486
134940.77,521767.84,-37.467
134942.45,521766.84,-37.461
134940.23,521767.47,-37.398
134940.8,521767.0,-37.407
134941.36,521768.94,-37.421
134940.94,521767.03,-37.432
134941.7,521766.97,-37.426
134941.66,521768.7,-37.467
134941.48,521769.03,-37.454
134942.12,521766.56,-37.437
134941.3,521766.72,-37.421
134941.22,521766.84,-37.427
134941.92,521766.28,-37.469
134940.25,521767.44,-37.4
134941.3,521766.88,-37.412
134940.88,521767.06,-37.388
134942.08,521766.6,-37.448
134941.83,521767.75,-37.448
134941.7,521767.16,-37.422
134941.11,521768.16,-37.417
134941.31,521768.1,-37.428
134941.97,521767.38,-37.446
134942.08,521767.38,-37.447
134942.77,521767.78,-37.423
134941.62,521768.47,-37.42
134941.4,521767.6,-37.457
134940.92,521767.06,-37.404
134941.45,521766.97,-37.433
134941.39,521769.06,-37.43
134940.2,521767.47,-37.392
134942.25,521768.2,-37.427
134940.28,521767.56,-37.409
134940.81,521767.03,-37.394
134941.67,521767.22,-37.465
134942.06,521767.97,-37.472
134941.4,521768.12,-37.456
134941.56,521768.44,-37.426
134942.5,521767.47,-37.434
134942.23,521768.2,-37.43
134942.0,521768.56,-37.419
134942.8,521767.88,-37.443
134942.47,521768.34,-37.423
134942.92,521767.97,-37.458
134941.14,521768.22,-37.393
134941.88,521767.03,-37.429
134941.84,521767.16,-37.413
134941.97,521767.38,-37.455
134941.36,521768.34,-37.453
134942.06,521767.94,-37.465
134940.86,521767.16,-37.392
134941.25,521766.88,-37.414
134941.81,521767.06,-37.413
134942.3,521768.0,-37.429
134940.66,521767.0,-37.404
134942.31,521768.1,-37.394
134941.39,521768.84,-37.445
134942.3,521768.22,-37.424
134942.05,521768.62,-37.402
134942.28,521768.03,-37.409
134942.4,521768.1,-37.406
134942.64,521768.34,-37.385
134942.55,521768.38,-37.398
134942.6,521768.22,-37.414
134941.25,521768.12,-37.403
134942.16,521767.28,-37.415
134940.69,521766.94,-37.406
134941.23,521766.7,-37.427
134941.44,521766.66,-37.428
134941.66,521767.12,-37.437
134942.27,521766.66,-37.431
134941.9,521767.8,-37.43
134942.4,521767.47,-37.439
134941.72,521768.38,-37.447
134941.42,521766.94,-37.426
134942.44,521766.8,-37.465
134941.72,521769.1,-37.464
134942.88,521767.9,-37.428
134941.0,521767.3,-37.462
134940.81,521767.1,-37.39
134941.25,521768.34,-37.451
134942.62,521767.47,-37.454
134942.66,521767.06,-37.497
134941.52,521769.0,-37.455
134942.28,521768.28,-37.473
134941.77,521766.25,-37.434
134941.7,521766.34,-37.441
134941.66,521767.03,-37.433
134942.1,521766.62,-37.453
134942.3,521766.6,-37.434
134941.56,521767.5,-37.426
134941.48,521767.62,-37.441
134941.6,521767.7,-37.438
134941.53,521768.34,-37.434
134942.39,521767.47,-37.451
134942.52,521767.56,-37.426
134941.78,521768.47,-37.428
134941.67,521768.6,-37.426
134942.42,521768.03,-37.43
134942.78,521768.25,-37.428
134941.42,521767.62,-37.462
134941.44,521768.16,-37.462
134941.8,521767.84,-37.46
134941.94,521767.7,-37.445
134941.5,521766.75,-37.408
134941.44,521766.84,-37.413
134941.2,521768.6,-37.536
134941.89,521766.34,-37.431
134941.31,521768.28,-37.416
134941.64,521767.53,-37.427
134941.56,521767.7,-37.432
134942.2,521767.2,-37.426
134942.11,521767.34,-37.431
134941.94,521767.9,-37.448
134941.55,521768.5,-37.439
134942.56,521767.44,-37.451
134942.48,521767.56,-37.43
134942.05,521768.8,-37.443
134941.92,521768.66,-37.415
134941.11,521767.25,-37.443
134942.05,521767.34,-37.408
134941.7,521768.47,-37.423
134941.39,521768.97,-37.427
134942.38,521768.22,-37.427
134942.92,521767.88,-37.426
134941.2,521766.88,-37.435
134941.73,521766.38,-37.437
134942.22,521766.66,-37.442
134941.62,521767.66,-37.429
134941.44,521768.22,-37.429
134941.86,521767.75,-37.436
134941.98,521767.88,-37.446
134941.38,521768.88,-37.434
134942.17,521768.7,-37.427
134942.83,521767.9,-37.439
134940.94,521767.16,-37.413
134940.77,521767.8,-37.471
134941.36,521766.66,-37.424
134941.33,521766.97,-37.44
134941.83,521766.4,-37.437
134941.64,521767.0,-37.437
134941.42,521766.8,-37.408
134941.61,521767.6,-37.416
134940.92,521768.1,-37.46
134942.14,521767.3,-37.422
134941.56,521768.5,-37.431
134941.22,521768.22,-37.388
134942.44,521767.66,-37.435
134941.3,521768.1,-37.419
134942.06,521768.8,-37.425
134941.86,521767.94,-37.468
134941.69,521766.25,-37.449
134940.61,521771.88,-37.45
134940.8,521772.12,-37.43
134942.23,521770.34,-37.4
134940.94,521770.72,-37.407
134941.31,521771.78,-37.414
134941.05,521772.28,-37.405
134940.83,521770.84,-37.407
134940.78,521769.84,-37.406
134941.58,521769.62,-37.47
134940.12,521770.4,-37.416
134940.08,521771.03,-37.384
134940.6,521770.47,-37.41
134941.23,521771.1,-37.383
134941.1,521772.12,-37.486
134941.55,521771.1,-37.363
134941.47,521771.25,-37.35
134941.6,521771.3,-37.364
134941.69,521771.38,-37.363
134940.88,521771.38,-37.376
134940.9,521771.9,-37.503
134940.39,521771.22,-37.444
134941.5,521770.4,-37.433
134940.58,521770.03,-37.413
134940.27,521771.0,-37.421
134940.2,521771.1,-37.401
134940.55,521771.34,-37.416
134940.5,521771.3,-37.413
134941.33,521771.16,-37.383
134942.28,521770.38,-37.397
134941.22,521770.8,-37.457
134941.81,521771.3,-37.406
134940.81,521771.56,-37.387
134941.53,521771.16,-37.343
134941.81,521769.88,-37.431
134941.7,521771.44,-37.368
134939.89,521770.78,-37.441
134940.7,521769.88,-37.398
134940.66,521770.03,-37.399
134941.55,521771.2,-37.339
134941.38,521770.3,-37.455
134940.9,521771.53,-37.382
134941.45,521769.8,-37.41
134940.75,521770.72,-37.402
134940.94,521770.25,-37.44
134941.47,521769.75,-37.415
134941.88,521769.8,-37.43
134941.31,521770.5,-37.447
134941.19,521770.94,-37.424
134942.12,521770.3,-37.436
134940.17,521770.88,-37.417
134940.64,521770.38,-37.449
134940.86,521770.78,-37.4
134940.11,521770.78,-37.437
134940.42,521771.16,-37.446
134941.6,521769.8,-37.421
134941.19,521771.16,-37.391
134940.7,521772.0,-37.436
134941.02,521770.06,-37.439
134940.94,521770.2,-37.426
134940.94,521772.1,-37.441
134941.45,521769.66,-37.432
134941.11,521772.2,-37.462
134940.1,521771.0,-37.394
134941.16,521771.7,-37.42
134941.58,521769.72,-37.438
134940.86,521770.66,-37.418
134941.39,521770.4,-37.42
134940.47,521770.66,-37.45
134941.33,521770.94,-37.434
134942.14,521770.25,-37.422
134941.0,521770.1,-37.42
134940.92,521770.22,-37.435
134941.42,521769.7,-37.432
134941.53,521770.47,-37.426
134941.38,521771.0,-37.408
134941.4,521770.47,-37.415
134941.92,521769.97,-37.408
134941.86,521770.03,-37.401
134939.83,521770.66,-37.443
134939.9,521770.7,-37.455
134941.47,521771.16,-37.355
134940.23,521770.9,-37.411
134940.55,521771.1,-37.452
134941.67,521771.16,-37.38
134941.69,521771.34,-37.367
134940.77,521772.12,-37.424
134940.88,521772.2,-37.421
134941.12,521772.34,-37.422
134941.97,521770.1,-37.397
134941.78,521771.38,-37.367
134940.81,521771.47,-37.392
134941.02,521771.44,-37.41
134941.7,521770.75,-37.433
134942.2,521770.2,-37.431
134940.6,521771.75,-37.467
134941.22,521771.88,-37.459
134940.27,521770.25,-37.409
134940.17,521770.38,-37.404
134940.62,521770.0,-37.385
134941.31,521771.1,-37.387
134941.78,521770.7,-37.405
134940.8,521769.94,-37.398
134940.67,521771.94,-37.434
134940.42,521770.4,-37.415
134940.69,521770.03,-37.406
134941.16,521769.62,-37.414
134940.36,521770.56,-37.427
134941.23,521771.16,-37.38
134940.98,521771.62,-37.408
134940.42,521770.53,-37.416
134940.92,521771.56,-37.387
134940.47,521770.44,-37.409
134940.16,521770.34,-37.39
134940.42,521770.47,-37.411
134940.73,521769.97,-37.399
134940.75,521772.0,-37.451
134941.17,521769.6,-37.416
134940.39,521771.34,-37.463
134940.55,521770.53,-37.408
134942.1,521770.25,-37.434
134940.9,521772.1,-37.436
134941.33,521771.66,-37.438
134940.06,521770.97,-37.399
134940.64,521770.6,-37.416
134940.34,521770.47,-37.408
134941.45,521770.47,-37.413
134940.64,521770.47,-37.426
134941.52,521769.88,-37.404
134940.81,521770.78,-37.402
134941.89,521770.1,-37.393
134941.19,521771.0,-37.401
134941.9,521770.62,-37.411
134941.83,521770.75,-37.389
134941.61,521771.1,-37.379
134941.03,521772.16,-37.46
134940.83,521769.94,-37.413
134940.0,521771.1,-37.413
134940.81,521770.75,-37.397
134941.11,521771.0,-37.405
134941.95,521770.06,-37.401
134939.81,521770.75,-37.428
134941.84,521770.66,-37.395
134940.8,521769.88,-37.393
134941.77,521771.47,-37.39
134941.77,521769.88,-37.442
134941.77,521770.78,-37.409
134939.98,521770.97,-37.412
134941.69,521771.1,-37.391
134942.31,521770.4,-37.402
134940.83,521770.6,-37.442
134941.77,521771.34,-37.381
134941.17,521771.75,-37.425
134940.62,521770.62,-37.415
134941.55,521769.84,-37.405
134940.34,521770.4,-37.412
134941.36,521771.9,-37.412
134942.06,521770.1,-37.41
134941.84,521770.78,-37.404
134940.1,521770.94,-37.409
134940.03,521771.06,-37.393
134940.8,521771.38,-37.399
134941.19,521771.1,-37.386
134940.78,521770.03,-37.419
134940.75,521772.06,-37.428
134940.19,521771.03,-37.405
134940.86,521772.1,-37.429
134941.9,521770.7,-37.397
134940.17,521770.94,-37.412
134940.98,521772.22,-37.412
134940.5,521770.56,-37.41
134941.3,521771.03,-37.392
134942.36,521770.4,-37.406
134941.22,521771.72,-37.413
134941.33,521771.84,-37.4
134941.11,521772.25,-37.43
134940.55,521771.22,-37.407
134940.45,521771.16,-37.444
134940.12,521771.06,-37.388
134941.88,521769.9,-37.416
134941.11,521771.12,-37.406
134940.92,521771.44,-37.378
134940.88,521771.6,-37.388
134940.94,521772.3,-37.409
134940.72,521771.84,-37.482
134940.1,521770.84,-37.423
134941.42,521769.75,-37.426
134940.6,521770.6,-37.418
134941.0,521770.7,-37.451
134941.2,521771.0,-37.41
134941.56,521771.38,-37.381
134941.36,521770.4,-37.432
134941.4,521769.72,-37.43
134941.34,521770.34,-37.444
134941.97,521769.9,-37.429
134941.72,521770.6,-37.443
134942.19,521770.38,-37.429
134942.31,521770.44,-37.425
134942.16,521770.22,-37.424
134940.73,521770.66,-37.406
134941.77,521770.84,-37.432
134940.2,521770.84,-37.427
134940.53,521771.25,-37.406
134940.8,521772.06,-37.444
134941.16,521771.75,-37.434
134941.81,521770.1,-37.408
134940.81,521771.6,-37.401
134940.0,521770.97,-37.413
134940.61,521771.25,-37.41
134940.97,521772.2,-37.415
134940.25,521771.1,-37.407
134941.36,521771.78,-37.411
134941.34,521771.88,-37.414
134941.1,521772.28,-37.411
134940.94,521771.38,-37.383
134941.47,521769.88,-37.415
134941.62,521771.22,-37.361
134940.86,521771.53,-37.375
134941.62,521771.16,-37.364
134941.55,521771.3,-37.366
134941.6,521771.66,-37.495
134940.94,521771.66,-37.409
134940.55,521771.3,-37.41
134941.27,521769.6,-37.446
134940.6,521770.4,-37.433
134941.0,521771.7,-37.431
134941.72,521771.25,-37.379
134940.78,521770.66,-37.413
134940.27,521771.12,-37.412
134941.1,521771.1,-37.401
134941.4,521771.84,-37.413
134941.61,521771.38,-37.37
134940.06,521771.12,-37.407
134940.88,521772.16,-37.425
134940.31,521770.53,-37.433
134940.75,521770.1,-37.435
134941.94,521770.03,-37.404
134940.55,521770.66,-37.435
134940.98,521770.25,-37.437
134941.06,521770.12,-37.432
134940.88,521771.34,-37.398
134941.4,521769.84,-37.431
134941.48,521770.34,-37.437
134941.78,521770.06,-37.429
134940.44,521771.34,-37.451
134940.98,521772.38,-37.429
134941.39,521770.28,-37.465
134941.72,521770.72,-37.416
134940.8,521770.62,-37.433
134941.1,521770.97,-37.428
134940.17,521770.8,-37.431
134940.58,521771.2,-37.416
134941.1,521772.3,-37.417
134941.78,521769.94,-37.438
134941.47,521770.44,-37.423
134941.23,521771.66,-37.437
134941.42,521770.53,-37.42
134941.47,521771.3,-37.372
134941.08,521770.2,-37.437
134940.08,521771.12,-37.405
134941.23,521771.7,-37.415
134939.83,521770.7,-37.442
134941.92,521769.9,-37.414
134941.77,521770.66,-37.408
134940.97,521770.7,-37.436
134941.33,521770.38,-37.444
134941.95,521769.9,-37.419
134940.58,521770.44,-37.423
134941.7,521770.6,-37.434
134941.75,521770.8,-37.435
134940.98,521771.4,-37.394
134940.25,521771.16,-37.429
134940.44,521771.12,-37.448
134941.12,521771.2,-37.401
134939.97,521770.9,-37.436
134940.81,521770.88,-37.433
134940.88,521772.06,-37.439
134940.47,521771.22,-37.431
134942.05,521770.06,-37.414
134940.75,521770.06,-37.427
134941.5,521769.7,-37.435
134941.42,521769.8,-37.423
134941.38,521770.47,-37.427
134942.0,521770.0,-37.43
134940.88,521771.66,-37.421
134940.56,521771.16,-37.439
134942.22,521770.25,-37.417
134940.86,521771.47,-37.381
134940.52,521771.38,-37.427
134942.22,521770.4,-37.417
134941.12,521772.28,-37.437
134940.36,521770.38,-37.422
134941.22,521769.53,-37.436
134941.58,521769.78,-37.425
134940.98,521770.75,-37.422
134941.52,521770.4,-37.43
134941.45,521770.53,-37.417
134941.22,521770.9,-37.434
134940.78,521770.6,-37.435
134942.12,521770.28,-37.431
134941.23,521770.8,-37.467
134940.23,521770.3,-37.398
134941.06,521770.22,-37.426
134940.94,521770.62,-37.443
134941.72,521769.94,-37.449
134941.31,521770.53,-37.443
134942.14,521770.38,-37.441
134940.84,521770.7,-37.408
134939.78,521770.7,-37.426
134940.47,521771.34,-37.431
134940.16,521770.44,-37.431
134940.05,521770.88,-37.434
134940.22,521771.16,-37.423
134941.17,521770.84,-37.468
134941.28,521771.62,-37.444
134941.7,521770.66,-37.42
134940.81,521771.12,-37.47
134940.5,521770.4,-37.42
134941.02,521770.2,-37.421
134941.28,521770.88,-37.441
134940.31,521770.22,-37.416
134939.88,521770.66,-37.449
134941.03,521769.62,-37.404
134941.2,521771.84,-37.453
134941.31,521771.9,-37.432
134941.36,521770.94,-37.431
134941.84,521769.97,-37.423
134940.84,521769.84,-37.409
134941.83,521769.94,-37.427
134941.98,521770.16,-37.411
134940.92,521771.3,-37.405
134941.44,521770.28,-37.472
134940.06,521770.84,-37.426
134940.92,521770.62,-37.424
134942.58,521771.16,-37.407
134942.52,521771.25,-37.395
134942.72,521771.22,-37.404
134941.73,521771.97,-37.412
134942.45,521771.34,-37.419
134942.61,521771.3,-37.413
134942.67,521771.12,-37.403
134941.92,521771.6,-37.398
134941.62,521772.06,-37.412
134942.47,521771.3,-37.393
134942.73,521771.16,-37.405
134942.66,521771.28,-37.411
134941.84,521771.47,-37.403
134942.45,521771.22,-37.401
134941.92,521771.53,-37.394
134941.7,521771.9,-37.41
134941.88,521771.53,-37.397
134941.62,521771.94,-37.411
134941.61,521771.97,-37.42
134942.67,521771.1,-37.415
134942.48,521771.34,-37.408
134942.69,521771.25,-37.411
134941.9,521771.47,-37.408
134941.72,521772.0,-37.411
134942.53,521771.2,-37.409
134942.53,521771.3,-37.399
134941.86,521771.56,-37.422
134941.72,521771.84,-37.42
134941.95,521771.47,-37.415
134942.39,521771.2,-37.444
134941.55,521771.97,-37.432
134942.08,521771.47,-37.444
134942.44,521771.38,-37.436
134942.42,521771.12,-37.436
134941.92,521771.7,-37.448
134942.05,521771.4,-37.45
134942.53,521771.1,-37.441
134942.45,521771.16,-37.424
134941.98,521771.34,-37.448
134941.77,521771.97,-37.427
134942.0,521771.3,-37.467
134941.58,521771.94,-37.432
134941.78,521771.9,-37.423
134942.38,521771.2,-37.443
134942.78,521771.12,-37.443
134941.55,521772.06,-37.436
134941.8,521771.88,-37.433
134942.16,521771.44,-37.468
134942.14,521771.38,-37.472
134941.86,521771.62,-37.437
134941.69,521771.84,-37.433
134942.38,521770.5,-37.453
134941.81,521771.88,-37.44
134942.4,521769.75,-37.441
134943.6,521768.38,-37.425
134942.38,521769.03,-37.4
134943.03,521769.28,-37.397
134941.78,521769.12,-37.43
134942.25,521769.47,-37.388
134941.89,521769.12,-37.441
134942.28,521769.47,-37.384
134942.44,521768.8,-37.447
134942.7,521769.28,-37.391
134943.25,521768.12,-37.427
134943.33,521768.0,-37.43
134942.8,521769.3,-37.409
134942.42,521769.16,-37.46
134942.6,521769.72,-37.43
134942.81,521769.22,-37.37
134942.36,521770.1,-37.474
134942.95,521769.34,-37.397
134942.42,521769.66,-37.436
134943.34,521768.88,-37.444
134942.3,521770.25,-37.421
134942.36,521768.94,-37.398
134942.05,521769.5,-37.442
134942.39,521770.3,-37.429
134941.69,521769.12,-37.453
134942.83,521769.12,-37.365
134942.5,521768.97,-37.396
134942.5,521769.06,-37.399
134942.9,521769.5,-37.509
134942.72,521768.44,-37.402
134942.22,521768.75,-37.437
134942.38,521768.84,-37.422
134942.33,521769.0,-37.406
134942.06,521769.34,-37.434
134943.22,521768.03,-37.426
134941.95,521769.44,-37.47
134943.05,521768.72,-37.462
134942.45,521769.72,-37.421
134941.64,521769.2,-37.434
134943.58,521768.2,-37.456
134942.6,521769.8,-37.434
134941.77,521769.28,-37.402
134942.16,521768.78,-37.43
134942.72,521768.34,-37.388
134943.22,521768.1,-37.421
134942.31,521768.94,-37.401
134942.36,521770.16,-37.451
134943.47,521768.3,-37.473
134942.9,521769.28,-37.378
134941.72,521769.22,-37.4
134942.23,521769.5,-37.386
134942.5,521769.62,-37.444
134943.55,521768.4,-37.464
134942.9,521769.22,-37.381
134942.14,521769.47,-37.402
134942.17,521769.38,-37.389
134942.36,521769.5,-37.406
134942.72,521769.25,-37.374
134942.81,521769.5,-37.523
134943.03,521769.22,-37.41
134942.53,521769.8,-37.419
134942.52,521768.8,-37.46
134942.97,521769.4,-37.429
134942.31,521770.2,-37.444
134941.83,521769.16,-37.415
134942.42,521770.16,-37.466
134943.02,521768.62,-37.471
134942.97,521769.16,-37.393
134942.34,521769.44,-37.401
134942.67,521768.38,-37.381
134942.45,521769.06,-37.393
134941.78,521769.2,-37.417
134942.58,521769.0,-37.417
134942.95,521769.22,-37.379
134942.92,521769.34,-37.392
134942.3,521770.12,-37.467
134942.8,521768.34,-37.411
134942.88,521769.12,-37.372
134943.12,521768.7,-37.461
134942.16,521769.44,-37.393
134942.3,521769.44,-37.394
134942.66,521768.44,-37.405
134942.39,521769.1,-37.432
134942.75,521769.3,-37.411
134942.23,521769.34,-37.396
134941.89,521769.2,-37.409
134943.48,521768.22,-37.46
134943.06,521768.7,-37.463
134942.4,521768.9,-37.406
134942.83,521768.3,-37.429
134942.38,521768.97,-37.395
134942.55,521769.72,-37.423
134942.19,521769.53,-37.412
134943.31,521768.1,-37.424
134942.23,521770.22,-37.427
134942.69,521769.22,-37.395
134942.58,521769.7,-37.443
134942.5,521769.66,-37.432
134942.31,521770.22,-37.431
134942.44,521770.3,-37.436
134941.9,521769.16,-37.419
134942.12,521769.3,-37.414
134942.56,521769.06,-37.413
134943.23,521767.94,-37.448
134942.97,521769.25,-37.376
134943.16,521768.06,-37.427
134942.44,521769.1,-37.419
134942.95,521769.1,-37.389
134943.11,521768.53,-37.479
134942.0,521769.56,-37.467
134942.1,521769.34,-37.413
134943.39,521768.38,-37.528
134942.77,521769.16,-37.387
134943.28,521768.12,-37.433
134941.94,521769.4,-37.465
134942.33,521768.88,-37.414
134943.27,521768.0,-37.424
134943.56,521768.3,-37.441
134942.75,521769.25,-37.371
134942.3,521769.03,-37.432
134943.0,521768.6,-37.473
134942.39,521769.16,-37.472
134941.88,521769.22,-37.408
134942.22,521769.3,-37.408
134941.7,521769.28,-37.395
134942.02,521769.5,-37.454
134942.39,521769.72,-37.443
134943.45,521768.28,-37.486
134942.5,521768.94,-37.409
134942.83,521769.25,-37.384
134942.78,521768.3,-37.415
134942.34,521769.3,-37.474
134943.0,521769.34,-37.395
134942.25,521768.75,-37.444
134942.36,521768.8,-37.443
134943.16,521768.12,-37.432
134942.52,521768.9,-37.428
134943.3,521767.97,-37.434
134942.92,521768.66,-37.475
134941.75,521769.16,-37.42
134942.38,521769.7,-37.447
134942.88,521769.1,-37.375
134942.33,521769.7,-37.45
134942.19,521768.75,-37.422
134943.66,521768.47,-37.407
134943.38,521768.78,-37.437
134942.48,521769.8,-37.43
134943.11,521768.75,-37.455
134943.17,521768.03,-37.429
134943.14,521768.1,-37.426
134943.34,521768.4,-37.53
134942.45,521768.84,-37.426
134942.1,521769.5,-37.422
134943.31,521768.03,-37.421
134942.25,521769.25,-37.502
134943.11,521770.78,-37.373
134943.5,521768.84,-37.399
134942.97,521770.84,-37.394
134943.19,521769.4,-37.415
134942.53,521770.4,-37.406
134943.17,521770.2,-37.391
134943.17,521769.53,-37.418
134943.3,521770.12,-37.414
134943.17,521770.88,-37.389
134943.73,521770.34,-37.411
134943.8,521770.44,-37.41
134943.78,521769.25,-37.408
134943.84,521769.25,-37.413
134943.14,521769.5,-37.412
134942.5,521770.47,-37.404
134943.78,521769.22,-37.402
134943.1,521770.66,-37.391
134942.98,521770.9,-37.408
134943.66,521770.34,-37.416
134943.14,521770.88,-37.383
134943.58,521770.5,-37.391
134943.7,521768.44,-37.405
134943.75,521769.16,-37.417
134942.58,521770.47,-37.408
134943.64,521770.4,-37.402
134942.61,521770.62,-37.405
134943.64,521770.53,-37.376
134943.86,521769.22,-37.406
134943.67,521768.38,-37.401
134942.4,521770.4,-37.405
134943.92,521769.06,-37.423
134944.58,521769.66,-37.414
134942.6,521770.56,-37.409
134942.67,521770.47,-37.412
134943.11,521769.44,-37.41
134943.05,521770.7,-37.384
134943.06,521770.78,-37.375
134942.98,521770.78,-37.381
134943.03,521770.9,-37.396
134943.72,521770.4,-37.397
134943.72,521768.38,-37.409
134943.1,521769.38,-37.415
134943.48,521768.94,-37.411
134943.8,521769.16,-37.406
134943.55,521769.66,-37.413
134942.67,521770.62,-37.402
134943.28,521770.2,-37.394
134943.25,521770.12,-37.409
134943.03,521769.88,-37.475
134944.19,521769.34,-37.406
134943.4,521770.22,-37.419
134943.03,521770.84,-37.382
134943.02,521769.84,-37.47
134942.44,521770.34,-37.414
134943.36,521770.25,-37.412
134943.73,521769.22,-37.413
134943.11,521770.9,-37.392
134943.73,521770.47,-37.393
134943.8,521769.97,-37.469
134943.88,521769.16,-37.41
134942.83,521769.88,-37.434
134944.14,521769.3,-37.418
134943.88,521769.06,-37.416
134943.19,521770.25,-37.413
134943.5,521770.5,-37.441
134943.31,521770.2,-37.41
134943.92,521770.12,-37.442
134943.42,521768.9,-37.426
134943.48,521769.62,-37.437
134943.88,521770.03,-37.44
134943.97,521769.94,-37.442
134942.88,521769.84,-37.44
134942.78,521770.0,-37.436
134943.27,521769.4,-37.438
134943.72,521769.06,-37.426
134943.2,521769.6,-37.439
134942.98,521769.97,-37.437
134943.58,521769.8,-37.446
134943.27,521770.3,-37.431
134943.5,521768.9,-37.403
134943.84,521769.94,-37.448
134942.58,521770.4,-37.413
134942.7,521770.47,-37.409
134943.69,521769.03,-37.439
134943.25,521770.3,-37.425
134943.38,521770.22,-37.413
134943.98,521769.9,-37.451
134942.69,521770.44,-37.413
134943.47,521768.78,-37.425
134943.4,521768.94,-37.435
134944.48,521769.6,-37.434
134943.38,521768.88,-37.431
134943.73,521769.1,-37.431
134944.3,521769.28,-37.457
134943.69,521770.28,-37.437
134944.03,521769.97,-37.444
134943.23,521769.47,-37.409
134943.16,521769.56,-37.427
134942.81,521770.03,-37.433
134943.17,521770.25,-37.431
134943.4,521768.8,-37.424
134942.81,521769.8,-37.447
134943.95,521769.03,-37.441
134943.33,521769.4,-37.463
134943.39,521770.12,-37.456
134943.4,521769.0,-37.44
134942.8,521769.97,-37.428
134943.22,521769.56,-37.421
134942.89,521770.03,-37.446
134943.62,521769.8,-37.444
134943.38,521770.16,-37.427
134943.27,521770.25,-37.408
134942.72,521770.56,-37.402
134943.97,521770.0,-37.427
134942.77,521769.97,-37.431
134942.98,521769.88,-37.45
134943.48,521770.2,-37.445
134944.31,521769.38,-37.44
134943.75,521769.0,-37.437
134944.22,521769.34,-37.413
134943.77,521770.34,-37.417
134943.06,521770.66,-37.393
134943.86,521769.9,-37.45
134942.8,521769.94,-37.423
134943.28,521769.4,-37.456
134943.36,521770.1,-37.44
134944.12,521769.4,-37.423
134943.52,521770.38,-37.429
134944.08,521770.03,-37.437
134942.92,521770.8,-37.409
134943.72,521768.34,-37.421
134943.8,521769.06,-37.421
134942.95,521770.06,-37.458
134942.97,521770.72,-37.394
134944.17,521769.4,-37.411
134943.56,521770.4,-37.417
134943.77,521768.44,-37.411
134943.36,521770.3,-37.435
134943.45,521770.16,-37.449
134944.02,521770.0,-37.434
134943.22,521769.38,-37.435
134943.58,521769.62,-37.442
134943.28,521770.1,-37.427
134942.94,521770.9,-37.428
134944.0,521770.03,-37.424
134944.56,521769.7,-37.441
134942.89,521769.97,-37.432
134943.81,521769.03,-37.431
134944.11,521769.38,-37.426
134942.62,521770.7,-37.418
134944.28,521769.3,-37.438
134940.64,521762.84,-37.497
134940.31,521762.97,-37.491
134941.64,521762.0,-37.522
134941.77,521762.06,-37.5
134940.27,521762.9,-37.489
134940.33,521762.6,-37.488
134941.48,521762.66,-37.422
134940.52,521763.94,-37.403
134940.55,521764.0,-37.406
134940.55,521763.88,-37.414
134941.77,521762.0,-37.496
134941.62,521762.4,-37.495
134940.66,521763.16,-37.493
134940.31,521762.9,-37.504
134941.77,521761.94,-37.5
134940.4,521762.6,-37.492
134940.64,521762.72,-37.478
134940.81,521762.84,-37.487
134941.66,521762.53,-37.467
134941.9,521762.88,-37.464
134941.16,521762.22,-37.472
134940.42,521763.28,-37.481
134940.98,521762.97,-37.468
134941.56,521762.47,-37.468
134941.64,521762.56,-37.466
134941.25,521763.12,-37.479
134941.92,521762.84,-37.456
134942.05,521762.94,-37.489
134941.19,521762.2,-37.482
134940.42,521763.9,-37.412
134940.56,521763.97,-37.406
134941.31,521762.25,-37.479
134940.7,521763.22,-37.477
134941.05,521762.94,-37.466
134941.52,521762.4,-37.483
134940.97,521763.06,-37.471
134941.69,521762.47,-37.478
134941.84,521762.75,-37.467
134940.12,521763.25,-37.465
134941.11,521762.3,-37.46
134941.25,521762.22,-37.448
134940.47,521763.28,-37.47
134940.62,521763.22,-37.474
134941.61,521762.44,-37.466
134941.5,521762.72,-37.463
134941.27,521763.1,-37.471
134940.5,521764.03,-37.407
134941.5,521762.5,-37.45
134941.19,521763.1,-37.449
134940.48,521763.84,-37.421
134940.61,521763.9,-37.435
134940.56,521763.38,-37.438
134941.58,521762.6,-37.44
134940.6,521763.9,-37.429
134941.73,521762.88,-37.502
134940.52,521763.88,-37.408
134941.17,521762.94,-37.476
134940.05,521763.06,-37.483
134940.69,521762.78,-37.471
134940.97,521762.94,-37.48
134942.02,521762.9,-37.483
134940.6,521763.22,-37.476
134941.86,521762.8,-37.463
134940.67,521763.4,-37.466
134941.44,521761.84,-37.49
134941.0,521763.1,-37.468
134941.61,521762.6,-37.456
134941.52,521762.62,-37.423
134941.45,521762.72,-37.457
134940.6,521764.1,-37.425
134940.64,521764.03,-37.426
134941.52,521762.53,-37.439
134940.27,521763.1,-37.475
