x,y,z
134947.6,521765.1,-37.47
134947.39,521765.16,-37.479
134947.88,521765.25,-37.461
134949.25,521765.25,-37.488
134947.84,521765.22,-37.464
134948.23,521765.5,-37.43
134947.92,521766.0,-37.434
134948.52,521765.84,-37.444
134948.34,521765.66,-37.431
134948.03,521766.16,-37.425
134947.95,521765.3,-37.423
134948.14,521765.72,-37.431
134949.11,521766.22,-37.429
134948.2,521765.7,-37.402
134948.55,521765.8,-37.426
134948.69,521765.88,-37.415
134947.97,521765.28,-37.433
134948.62,521765.88,-37.417
134947.92,521764.56,-37.449
134950.48,521762.78,-37.48
134949.94,521763.12,-37.481
134950.48,521762.84,-37.475
134950.23,521762.7,-37.482
134949.9,521763.22,-37.475
134951.64,521763.66,-37.485
134951.28,521763.44,-37.478
134950.3,521763.34,-37.48
134951.97,521763.94,-37.482
134950.61,521762.94,-37.462
134950.42,521763.4,-37.476
134950.33,521763.44,-37.471
134950.97,521763.25,-37.446
134951.08,521763.06,-37.443
134952.05,521764.03,-37.472
134951.64,521763.56,-37.482
134950.84,521762.4,-37.465
134950.9,521763.25,-37.44
134950.78,521763.2,-37.451
134951.06,521763.97,-37.491
134951.27,521763.38,-37.483
134950.34,521763.5,-37.476
134950.52,521762.9,-37.468
134950.1,521763.47,-37.511
134951.06,521763.22,-37.442
134950.47,521762.9,-37.479
134950.53,521762.75,-37.478
134950.84,521763.03,-37.441
134950.61,521762.97,-37.467
134949.89,521763.16,-37.471
134950.8,521763.22,-37.457
134950.9,521763.2,-37.425
134950.78,521763.12,-37.429
134949.88,521763.2,-37.478
134950.31,521762.9,-37.517
134950.27,521763.4,-37.478
134951.14,521763.97,-37.494
134950.5,521762.8,-37.467
134950.4,521763.53,-37.479
134950.25,521763.44,-37.486
134951.05,521763.25,-37.459
134952.03,521764.0,-37.467
134951.06,521763.88,-37.496
134950.62,521764.94,-37.47
134951.23,521763.34,-37.495
134951.02,521763.1,-37.417
134951.98,521763.9,-37.475
134951.33,521763.47,-37.472
134951.53,521764.53,-37.543
134951.0,521763.03,-37.43
134950.8,521763.1,-37.431
134950.1,521763.53,-37.524
134951.0,521763.12,-37.416
134951.08,521763.12,-37.438
134950.86,521763.25,-37.442
134951.02,521763.03,-37.44
134950.44,521762.97,-37.496
134950.83,521763.2,-37.421
134950.56,521762.97,-37.478
134950.89,521763.28,-37.458
134950.84,521763.06,-37.419
134951.05,521763.12,-37.423
134950.77,521762.47,-37.502
134951.3,521761.88,-37.455
134951.05,521761.88,-37.489
134951.22,521761.88,-37.452
134951.14,521761.94,-37.47
134951.12,521761.88,-37.465
134951.22,521761.94,-37.464
134951.61,521762.16,-37.482
134951.39,521761.88,-37.468
134951.31,521762.0,-37.492
134952.03,521763.3,-37.468
134952.11,521763.84,-37.462
134952.02,521763.8,-37.463
134951.67,521763.06,-37.453
134951.44,521762.53,-37.456
134951.42,521761.88,-37.475
134951.3,521761.94,-37.468
134950.94,521762.3,-37.446
134951.97,521762.38,-37.481
134951.36,521762.53,-37.461
134952.03,521762.3,-37.489
134952.1,521763.8,-37.456
134951.98,521762.34,-37.482
134951.52,521762.56,-37.469
134951.62,521762.1,-37.483
134952.03,521763.84,-37.459
134951.81,521762.84,-37.44
134951.44,521762.7,-37.438
134951.39,521762.78,-37.425
134951.06,521762.4,-37.434
134952.1,521763.28,-37.448
134951.81,521762.9,-37.418
134951.73,521763.06,-37.447
134952.02,521763.2,-37.458
134951.89,521762.9,-37.422
134950.9,521762.38,-37.444
134951.67,521763.0,-37.439
134951.36,521762.6,-37.448
134951.27,521762.62,-37.443
134951.31,521762.8,-37.436
134951.0,521762.5,-37.422
134952.14,521763.97,-37.454
134952.1,521763.22,-37.435
134951.9,521762.88,-37.431
134951.72,521762.97,-37.427
134951.44,521762.6,-37.451
134951.23,521762.7,-37.45
134951.66,521762.9,-37.456
134952.1,521762.3,-37.505
134951.36,521762.8,-37.434
134951.94,521762.44,-37.488
134951.28,521762.66,-37.439
134951.12,521762.44,-37.437
134951.56,521762.22,-37.48
134952.11,521763.12,-37.448
134951.78,521762.88,-37.43
134951.25,521762.78,-37.452
134951.98,521763.84,-37.462
134951.31,521762.56,-37.454
134952.02,521762.44,-37.483
134952.11,521762.38,-37.5
134952.0,521762.38,-37.478
134951.39,521762.75,-37.427
134950.9,521762.44,-37.45
134951.72,521762.88,-37.433
134951.22,521762.62,-37.454
134950.97,521762.47,-37.435
134951.06,521762.53,-37.433
134951.81,521762.97,-37.423
134951.88,521762.88,-37.426
134951.94,521762.9,-37.438
134951.5,521762.6,-37.458
134951.86,521763.03,-37.443
134952.08,521763.06,-37.462
134952.12,521761.9,-37.53
134952.14,521763.34,-37.442
134951.92,521762.84,-37.442
134951.34,521761.9,-37.46
134951.89,521762.84,-37.435
134950.98,521762.38,-37.44
134951.1,521762.5,-37.425
134952.06,521763.12,-37.452
134951.66,521762.84,-37.458
134951.88,521762.94,-37.429
134937.27,521761.9,-37.446
134937.39,521762.03,-37.431
134937.17,521762.38,-37.456
134937.8,521762.34,-37.449
134937.2,521763.3,-37.446
134938.25,521762.38,-37.447
134938.55,521762.6,-37.478
134938.05,521762.4,-37.465
134938.16,521762.53,-37.461
134937.27,521763.28,-37.436
134938.55,521762.03,-37.434
134938.33,521762.38,-37.451
134938.23,521762.53,-37.456
134937.8,521762.9,-37.475
134938.8,521761.97,-37.459
134937.5,521763.44,-37.429
134938.67,521762.12,-37.439
134938.31,521762.5,-37.454
134938.7,521762.0,-37.427
134938.36,521762.47,-37.46
134938.98,521762.16,-37.453
134937.22,521762.44,-37.459
134938.73,521762.16,-37.46
134938.62,521762.6,-37.472
134938.97,521762.3,-37.462
134937.4,521762.75,-37.472
134938.22,521761.88,-37.474
134937.5,521762.8,-37.489
134938.11,521762.47,-37.466
134937.88,521763.06,-37.478
134938.6,521762.1,-37.435
134937.48,521761.94,-37.413
134937.33,521761.88,-37.437
134937.44,521762.72,-37.455
134937.95,521762.9,-37.438
134938.48,521762.7,-37.475
134937.4,521762.0,-37.413
134937.17,521762.53,-37.455
134938.62,521762.0,-37.423
134937.34,521761.94,-37.414
134937.17,521761.97,-37.513
134937.34,521762.03,-37.451
134937.84,521762.97,-37.449
134937.47,521761.84,-37.439
134937.42,521761.94,-37.409
134938.55,521761.97,-37.448
134938.6,521762.16,-37.468
134937.72,521762.34,-37.473
134937.34,521762.06,-37.46
134938.7,521761.9,-37.469
134938.11,521762.53,-37.472
134938.77,521761.97,-37.452
134938.3,521762.53,-37.461
134938.47,521762.75,-37.471
134937.28,521761.88,-37.439
134937.62,521762.75,-37.441
134938.16,521762.38,-37.461
134938.75,521762.12,-37.443
134937.95,521763.0,-37.442
134937.81,521762.25,-37.436
134937.53,521763.47,-37.416
134937.53,521762.78,-37.454
134938.58,521761.97,-37.435
134937.86,521762.88,-37.463
134937.19,521763.12,-37.487
134937.53,521761.97,-37.419
134937.48,521763.53,-37.442
134938.97,521762.25,-37.457
134937.55,521762.6,-37.464
134937.3,521761.9,-37.427
134937.5,521762.7,-37.443
134937.94,521762.34,-37.45
134938.17,521762.44,-37.447
134937.55,521763.4,-37.427
134937.98,521763.0,-37.447
134937.8,521762.1,-37.457
134938.27,521762.78,-37.537
134938.17,521761.88,-37.485
134937.27,521762.03,-37.466
134938.03,521762.44,-37.473
134938.17,521762.62,-37.48
134939.06,521762.3,-37.438
134937.48,521762.03,-37.408
134938.94,521762.28,-37.465
134937.53,521761.88,-37.424
134937.9,521761.84,-37.522
134938.83,521762.0,-37.456
134937.55,521761.84,-37.434
134937.86,521762.28,-37.448
134938.4,521762.78,-37.491
134938.22,521762.66,-37.494
134937.47,521762.6,-37.451
134937.36,521761.9,-37.424
134938.56,521762.16,-37.47
134937.62,521762.7,-37.445
134937.78,521762.16,-37.435
134937.56,521761.97,-37.434
134937.4,521761.88,-37.431
134937.88,521762.12,-37.449
134938.92,521762.25,-37.461
134937.86,521762.5,-37.542
134937.6,521762.94,-37.529
134938.7,521762.12,-37.445
134937.73,521762.2,-37.446
134938.28,521761.84,-37.454
134938.25,521762.5,-37.448
134937.48,521762.78,-37.474
134937.33,521762.78,-37.494
134938.1,521762.34,-37.467
134937.47,521762.06,-37.425
134937.38,521762.0,-37.417
134938.55,521762.0,-37.426
134938.72,521761.9,-37.487
134937.9,521762.1,-37.467
134938.58,521762.66,-37.462
134937.9,521762.16,-37.455
134938.11,521762.56,-37.477
134937.42,521762.62,-37.453
134938.12,521762.38,-37.464
134938.5,521762.6,-37.489
134937.52,521763.47,-37.416
134937.84,521762.06,-37.465
134937.81,521763.0,-37.467
134938.6,521761.94,-37.446
134938.72,521762.03,-37.424
134937.98,521762.9,-37.453
134937.36,521762.72,-37.46
134937.55,521762.0,-37.424
134938.23,521762.66,-37.51
134937.75,521762.22,-37.433
134937.48,521761.88,-37.417
134937.47,521765.53,-37.406
134937.55,521765.7,-37.41
134937.17,521765.3,-37.411
134937.22,521765.25,-37.431
134937.25,521764.25,-37.525
134937.19,521765.38,-37.416
134937.73,521764.97,-37.465
134937.86,521764.6,-37.484
134937.81,521764.94,-37.472
134937.31,521764.78,-37.441
134937.78,521765.1,-37.454
134937.44,521765.66,-37.4
134937.45,521764.25,-37.448
134937.64,521765.62,-37.409
134937.27,521766.16,-37.432
134937.33,521764.6,-37.47
134937.42,521765.56,-37.408
134937.56,521765.6,-37.396
134937.47,521764.1,-37.467
134937.55,521764.3,-37.439
134937.66,521765.56,-37.429
134937.31,521764.84,-37.453
134937.33,521764.7,-37.445
134937.47,521764.2,-37.453
134937.16,521766.12,-37.44
134937.31,521765.53,-37.444
134937.7,521765.1,-37.449
134937.36,521765.72,-37.455
134937.27,521764.78,-37.452
134937.62,521765.0,-37.469
134937.52,521765.62,-37.398
134937.47,521764.3,-37.472
134937.88,521764.6,-37.481
134937.44,521764.12,-37.487
134937.44,521765.6,-37.404
134937.56,521764.25,-37.434
134937.44,521764.72,-37.446
134937.23,521766.12,-37.426
134937.62,521765.56,-37.414
134937.44,521764.25,-37.469
134937.45,521764.6,-37.479
134937.88,521764.47,-37.454
134937.67,521765.1,-37.462
134937.95,521764.56,-37.461
134937.53,521765.72,-37.427
134937.4,521764.6,-37.464
134937.27,521764.72,-37.456
134937.84,521765.1,-37.46
134937.73,521764.9,-37.478
134937.42,521764.6,-37.483
134937.39,521764.78,-37.435
134937.48,521765.7,-37.405
134937.55,521765.56,-37.4
134937.4,521764.8,-37.441
134937.45,521765.72,-37.432
134937.52,521765.75,-37.445
134937.4,521765.5,-37.43
134937.47,521764.6,-37.498
134937.38,521764.8,-37.425
134937.23,521765.3,-37.426
134937.36,521765.66,-37.432
134937.22,521766.16,-37.425
134937.48,521765.72,-37.438
134938.44,521764.75,-37.411
134939.75,521763.5,-37.442
134938.69,521765.06,-37.409
134938.16,521764.66,-37.443
134937.73,521763.4,-37.453
134938.47,521762.84,-37.493
134938.62,521764.84,-37.401
134939.14,521762.47,-37.46
134937.94,521763.7,-37.485
134938.19,521764.72,-37.428
134937.98,521764.38,-37.481
134938.73,521765.03,-37.401
134938.39,521764.66,-37.428
134938.22,521764.8,-37.438
134938.67,521764.97,-37.399
134939.72,521763.56,-37.458
134938.22,521764.6,-37.442
134938.69,521763.53,-37.488
134938.23,521764.78,-37.411
134938.4,521764.03,-37.47
134938.62,521765.0,-37.41
134938.97,521763.72,-37.477
134938.75,521764.94,-37.416
134938.62,521763.47,-37.485
134938.77,521765.12,-37.411
134939.3,521762.53,-37.453
134938.95,521763.66,-37.49
134939.05,521763.06,-37.451
134937.67,521763.5,-37.404
134938.56,521762.84,-37.478
134938.66,521764.88,-37.398
134937.94,521764.38,-37.475
134937.55,521763.5,-37.422
134938.69,521762.84,-37.48
134938.61,521763.44,-37.48
134938.86,521762.97,-37.433
134939.06,521762.9,-37.443
134939.02,521763.06,-37.445
134939.19,521763.2,-37.452
134939.0,521763.66,-37.488
134938.72,521763.06,-37.517
134939.06,521763.8,-37.473
134938.4,521763.97,-37.484
134938.33,521764.84,-37.437
134939.6,521763.5,-37.471
134938.25,521764.7,-37.407
134938.94,521763.06,-37.431
134938.36,521764.88,-37.444
134939.08,521763.0,-37.444
134939.36,521763.16,-37.455
134939.3,521763.3,-37.448
134937.58,521763.6,-37.45
134939.02,521762.38,-37.445
134938.6,521762.8,-37.468
134938.38,521764.7,-37.408
134939.14,521762.3,-37.443
134938.28,521764.72,-37.403
134937.72,521763.5,-37.402
134937.67,521763.62,-37.432
134937.78,521763.47,-37.427
134937.72,521763.56,-37.407
134938.61,521764.94,-37.405
134938.67,521764.94,-37.393
134938.83,521763.1,-37.482
134939.27,521763.12,-37.451
134939.39,521763.22,-37.449
134939.78,521763.4,-37.456
134939.3,521762.6,-37.468
134938.39,521764.75,-37.404
134938.31,521764.6,-37.428
134937.64,521763.44,-37.43
134938.39,521764.1,-37.468
134939.8,521763.44,-37.444
134938.98,521762.9,-37.43
134938.33,521764.66,-37.415
134938.36,521764.66,-37.412
134939.12,521763.03,-37.439
134937.6,521763.56,-37.423
134938.25,521764.84,-37.434
134939.05,521762.4,-37.443
134938.05,521763.8,-37.48
134938.95,521763.0,-37.424
134938.69,521763.44,-37.484
134937.67,521763.6,-37.409
134937.95,521764.34,-37.485
134938.28,521764.0,-37.47
134939.34,521763.3,-37.436
134939.16,521763.2,-37.465
134939.27,521763.34,-37.474
134938.56,521763.47,-37.491
134939.14,521762.38,-37.448
134938.89,521762.94,-37.434
134939.25,521763.16,-37.433
134938.72,521763.56,-37.484
134939.02,521762.94,-37.426
134939.27,521763.22,-37.429
134938.45,521764.72,-37.43
134938.28,521764.03,-37.486
134939.66,521763.53,-37.456
134939.02,521763.8,-37.476
134938.78,521764.2,-37.473
134938.56,521764.94,-37.417
134938.17,521764.75,-37.444
134938.7,521764.2,-37.469
134937.73,521763.47,-37.422
134938.03,521763.75,-37.484
134937.61,521763.47,-37.42
134939.34,521762.62,-37.464
134939.17,521763.16,-37.456
134939.3,521763.22,-37.425
134938.31,521764.78,-37.415
134937.52,521763.56,-37.447
134938.9,521762.97,-37.421
134939.14,521762.25,-37.438
134939.6,521761.9,-37.469
134939.34,521761.84,-37.471
134939.67,521761.88,-37.485
134939.33,521761.88,-37.479
134939.12,521762.2,-37.442
134939.58,521761.88,-37.473
134939.06,521762.2,-37.447
134939.25,521761.88,-37.466
134939.5,521761.94,-37.473
134939.53,521761.88,-37.475
134939.1,521762.25,-37.431
134939.52,521762.0,-37.479
134939.02,521762.12,-37.473
134940.11,521762.97,-37.476
134940.42,521762.4,-37.487
134940.44,521761.88,-37.475
134939.67,521762.75,-37.471
134940.55,521761.9,-37.476
134939.88,521762.7,-37.48
134939.34,521762.53,-37.452
134940.03,521762.25,-37.457
134941.19,521762.4,-37.432
134939.88,521762.2,-37.49
134939.36,521762.47,-37.456
134940.22,521762.9,-37.473
134939.61,521762.88,-37.513
134940.23,521762.97,-37.46
134939.53,521762.38,-37.488
134939.86,521762.25,-37.484
134939.47,521762.47,-37.448
134941.23,521762.38,-37.439
134939.83,521762.66,-37.505
134939.73,521762.88,-37.469
134940.38,521761.84,-37.481
134939.98,521762.75,-37.471
134940.34,521762.44,-37.471
134940.1,521763.03,-37.472
134939.95,521762.72,-37.493
134939.9,521762.3,-37.505
134939.95,521762.22,-37.462
134940.16,521763.1,-37.456
134939.66,521762.0,-37.477
134939.48,521762.6,-37.476
134940.5,521761.84,-37.474
134939.89,521762.84,-37.462
134940.4,521762.47,-37.464
134940.2,521763.16,-37.458
134939.19,521762.25,-37.444
134941.47,521762.62,-37.417
134939.66,521762.25,-37.534
134939.72,521762.0,-37.501
134939.97,521762.16,-37.459
134939.66,521762.1,-37.481
134939.53,521762.1,-37.488
134939.61,521762.1,-37.474
134939.69,521762.88,-37.48
134939.31,521762.47,-37.449
134939.52,521762.47,-37.454
134939.58,521762.4,-37.482
134939.5,521762.56,-37.477
134939.72,521762.7,-37.473
134939.67,521762.8,-37.476
134939.89,521762.75,-37.477
134940.1,521762.9,-37.48
134941.27,521762.3,-37.431
134941.11,521762.44,-37.451
134939.67,521762.7,-37.475
134939.52,521762.34,-37.491
134939.98,521762.12,-37.468
134939.42,521762.53,-37.455
134940.11,521762.2,-37.465
134939.84,521762.9,-37.46
134940.56,521761.88,-37.477
134940.28,521762.47,-37.481
134941.16,521762.3,-37.44
134940.08,521762.3,-37.468
134941.23,521762.3,-37.425
134941.19,521762.44,-37.437
134939.56,521762.0,-37.467
134939.84,521762.16,-37.493
134940.31,521762.56,-37.482
134939.72,521761.94,-37.505
134939.67,521761.94,-37.491
134939.81,521762.88,-37.455
134939.2,521762.34,-37.463
134939.38,521762.4,-37.457
134940.19,521762.97,-37.462
134940.05,521762.16,-37.453
134941.28,521762.3,-37.441
134940.39,521762.5,-37.463
134939.8,521762.75,-37.463
134939.19,521762.3,-37.45
134940.12,521762.25,-37.46
134940.36,521762.4,-37.472
134940.3,521762.53,-37.468
134940.11,521762.28,-37.459
134941.12,521762.34,-37.447
134937.48,521776.47,-37.435
134937.83,521776.62,-37.413
134937.86,521776.78,-37.437
134937.34,521775.5,-37.32
134937.27,521775.6,-37.362
134937.48,521775.56,-37.341
134937.73,521775.9,-37.36
134937.33,521775.44,-37.333
134937.31,521775.6,-37.333
134937.39,521775.47,-37.337
134937.72,521775.97,-37.374
134937.48,521775.66,-37.345
134937.45,521775.8,-37.356
134938.03,521776.62,-37.382
134937.17,521776.1,-37.398
134937.2,521775.66,-37.409
134937.8,521775.97,-37.369
134937.42,521775.5,-37.342
134937.19,521776.7,-37.439
134937.86,521776.56,-37.415
134937.81,521776.72,-37.418
134937.17,521776.06,-37.402
134937.27,521775.5,-37.342
134937.22,521775.6,-37.384
134937.94,521776.72,-37.401
134937.73,521776.03,-37.387
134937.88,521776.62,-37.402
134937.33,521775.62,-37.338
134937.73,521776.72,-37.432
134937.67,521776.03,-37.417
134937.28,521775.66,-37.367
134937.73,521776.62,-37.428
134937.28,521775.44,-37.326
134937.86,521776.7,-37.416
134937.98,521776.7,-37.39
134937.78,521776.78,-37.443
134937.31,521775.72,-37.36
134937.66,521775.94,-37.389
134937.52,521776.53,-37.44
134937.83,521775.88,-37.365
134937.47,521776.72,-37.493
134937.39,521775.72,-37.337
134937.4,521775.66,-37.332
134937.5,521776.4,-37.44
134937.8,521776.75,-37.425
134937.5,521775.72,-37.359
134937.94,521776.78,-37.432
134937.44,521775.6,-37.334
134937.97,521776.6,-37.388
134937.78,521776.03,-37.385
134937.45,521775.5,-37.348
134937.77,521776.6,-37.429
134937.48,521775.78,-37.373
134937.94,521776.56,-37.392
134937.95,521776.75,-37.415
134937.55,521776.8,-37.5
134937.23,521776.06,-37.415
134937.62,521775.84,-37.388
134937.77,521776.72,-37.429
134937.6,521776.62,-37.463
134937.28,521776.8,-37.406
134937.98,521776.78,-37.412
134937.81,521775.28,-37.397
134938.39,521774.97,-37.364
134938.56,521776.53,-37.375
134938.02,521775.22,-37.398
134937.94,521775.34,-37.394
134938.67,521775.88,-37.358
134938.39,521775.47,-37.405
134938.2,521776.0,-37.387
134938.31,521775.66,-37.369
134938.72,521776.0,-37.41
134938.55,521776.28,-37.394
134938.67,521776.34,-37.372
134938.53,521775.56,-37.388
134938.16,521776.06,-37.376
134939.44,521774.84,-37.354
134939.36,521774.9,-37.364
134938.11,521776.2,-37.373
134938.62,521775.7,-37.366
134939.3,521774.47,-37.498
134938.92,521775.8,-37.366
134938.77,521775.94,-37.357
134938.56,521776.34,-37.371
134938.47,521774.78,-37.382
134938.92,521775.28,-37.376
134938.47,521775.66,-37.367
134939.52,521774.75,-37.367
134939.44,521774.9,-37.359
134939.22,521774.1,-37.365
134939.28,521774.38,-37.488
134938.83,521775.0,-37.372
134939.34,521774.47,-37.505
134939.33,521774.75,-37.387
134937.88,521775.94,-37.366
134938.84,521774.38,-37.387
134938.48,521774.97,-37.341
134939.23,521774.8,-37.396
134938.69,521774.34,-37.379
134939.05,521775.34,-37.399
134939.5,521774.97,-37.389
134939.27,521775.34,-37.395
134939.23,521774.03,-37.341
134938.03,521775.16,-37.42
134939.5,521774.9,-37.366
134939.58,521774.84,-37.375
134938.31,521775.5,-37.388
134937.7,521775.12,-37.378
134938.38,521774.84,-37.364
134937.86,521775.88,-37.371
134938.39,521774.9,-37.36
134938.25,521775.62,-37.375
134938.38,521775.66,-37.364
134938.17,521776.06,-37.377
134938.16,521776.25,-37.365
134938.92,521775.88,-37.362
134939.1,521775.4,-37.383
134938.62,521776.38,-37.356
134938.56,521774.8,-37.364
134938.44,521776.38,-37.383
134938.56,521774.97,-37.346
134939.23,521774.16,-37.379
134939.38,521774.94,-37.37
134938.95,521774.8,-37.487
134939.38,521774.4,-37.489
134938.08,521775.25,-37.409
134938.81,521774.44,-37.394
134937.8,521775.78,-37.391
134938.33,521775.47,-37.399
134938.33,521775.75,-37.415
134939.38,521774.2,-37.323
134938.69,521775.8,-37.344
134938.62,521775.8,-37.356
134938.84,521775.72,-37.385
134938.47,521776.34,-37.385
134939.64,521774.78,-37.392
134937.86,521775.22,-37.39
134938.06,521775.16,-37.427
134939.33,521774.84,-37.363
134939.42,521774.94,-37.367
134938.72,521776.28,-37.419
134938.39,521774.7,-37.402
134938.83,521774.3,-37.382
134939.25,521774.22,-37.401
134939.22,521775.38,-37.388
134939.33,521774.9,-37.376
134939.12,521775.34,-37.385
134939.22,521775.4,-37.375
134939.6,521774.88,-37.389
134939.3,521775.28,-37.424
134938.72,521775.94,-37.369
134937.92,521775.3,-37.389
134939.45,521774.22,-37.333
134939.47,521774.75,-37.369
134938.06,521775.34,-37.404
134938.33,521774.9,-37.374
134937.78,521775.8,-37.372
134937.81,521775.34,-37.411
134938.02,521775.3,-37.392
134938.19,521775.56,-37.4
134938.11,521776.03,-37.382
134938.22,521775.66,-37.393
134937.9,521775.88,-37.377
134938.83,521775.22,-37.367
134938.23,521776.25,-37.369
134938.69,521775.72,-37.35
134938.77,521775.88,-37.345
134938.56,521776.47,-37.362
134938.9,521775.22,-37.362
134938.86,521775.88,-37.357
134938.61,521776.4,-37.354
134938.61,521775.7,-37.365
134938.47,521775.47,-37.408
134938.89,521775.03,-37.375
134939.36,521774.5,-37.492
134938.64,521775.94,-37.384
134938.34,521774.97,-37.377
134938.02,521776.1,-37.401
134938.53,521775.62,-37.374
134937.89,521775.72,-37.454
134937.86,521775.34,-37.399
134937.98,521775.34,-37.391
134938.39,521775.03,-37.379
134938.64,521775.88,-37.361
134939.12,521775.5,-37.384
134938.47,521776.28,-37.398
134939.28,521774.16,-37.374
134938.72,521775.2,-37.393
134938.47,521775.6,-37.381
134938.88,521775.1,-37.364
134939.36,521774.88,-37.359
134938.22,521776.2,-37.373
134939.17,521774.12,-37.385
134938.22,521775.5,-37.393
134938.69,521775.12,-37.364
134938.38,521775.62,-37.368
134938.8,521775.22,-37.378
134938.17,521776.22,-37.358
134938.86,521775.9,-37.362
134938.89,521774.2,-37.425
134939.4,521774.72,-37.402
134939.22,521775.28,-37.412
134937.88,521775.78,-37.385
134937.66,521775.2,-37.412
134938.62,521775.12,-37.376
134939.38,521774.22,-37.348
134937.95,521775.75,-37.448
134938.55,521776.44,-37.374
134938.56,521774.9,-37.35
134939.31,521774.5,-37.495
134938.92,521775.12,-37.376
134937.84,521775.28,-37.394
134939.28,521774.1,-37.335
134937.95,521775.2,-37.395
134938.78,521776.0,-37.389
134938.14,521775.97,-37.402
134938.1,521776.12,-37.377
134938.3,521775.6,-37.373
134938.84,521775.25,-37.372
134938.73,521775.72,-37.366
134939.6,521774.75,-37.371
134939.14,521775.47,-37.377
134938.6,521776.5,-37.367
134939.36,521774.78,-37.373
134939.23,521775.25,-37.43
134938.47,521774.9,-37.346
134937.75,521775.78,-37.375
134938.39,521775.5,-37.392
134938.81,521775.12,-37.357
134938.81,521775.78,-37.356
134938.67,521775.7,-37.372
134938.6,521774.44,-37.398
134938.25,521776.3,-37.383
134938.34,521775.06,-37.417
134939.48,521774.84,-37.361
134938.48,521776.47,-37.385
134937.73,521775.2,-37.38
134938.53,521775.03,-37.361
134937.86,521775.75,-37.407
134938.22,521776.0,-37.406
134939.45,521774.38,-37.46
134938.39,521774.78,-37.388
134938.75,521774.38,-37.373
134938.77,521774.44,-37.396
134938.61,521775.1,-37.353
134938.73,521775.16,-37.376
134938.75,521775.7,-37.376
134938.42,521776.4,-37.401
134938.33,521774.88,-37.375
134938.78,521775.1,-37.36
134938.89,521774.22,-37.412
134938.8,521775.28,-37.402
134937.92,521775.8,-37.401
134938.19,521775.62,-37.395
134938.78,521774.28,-37.379
134939.3,521774.0,-37.33
134938.45,521775.5,-37.398
134939.36,521774.3,-37.433
134939.27,521775.28,-37.428
134938.52,521776.22,-37.428
134939.1,521775.56,-37.428
134938.6,521775.0,-37.352
134938.02,521776.06,-37.404
134938.47,521776.22,-37.421
134937.83,521775.4,-37.424
134938.77,521775.8,-37.349
134938.67,521775.06,-37.351
134938.42,521776.38,-37.396
134938.72,521774.44,-37.39
134938.06,521775.22,-37.414
134939.1,521775.5,-37.405
134938.42,521776.28,-37.4
134939.52,521774.4,-37.454
134939.8,521774.97,-37.38
134939.73,521775.03,-37.351
134939.0,521775.97,-37.37
134938.73,521776.34,-37.377
134939.8,521775.12,-37.341
134938.8,521776.56,-37.369
134939.95,521775.22,-37.361
134939.14,521776.25,-37.368
134939.64,521775.72,-37.365
134940.12,521775.28,-37.365
134938.86,521776.78,-37.378
134940.19,521775.4,-37.354
134939.9,521775.88,-37.375
134939.61,521776.4,-37.365
134939.47,521775.75,-37.365
134939.22,521776.1,-37.357
134939.06,521776.03,-37.351
134939.95,521775.84,-37.384
134939.81,521775.06,-37.355
134940.27,521775.34,-37.353
134939.77,521775.22,-37.366
134939.08,521775.97,-37.365
134939.97,521775.12,-37.376
134939.2,521776.03,-37.362
134939.98,521775.34,-37.362
134939.22,521776.28,-37.363
134940.12,521775.44,-37.365
134938.94,521776.72,-37.357
134939.6,521776.47,-37.364
134939.77,521774.97,-37.371
134939.86,521775.0,-37.393
134939.16,521775.97,-37.359
134939.89,521775.2,-37.358
134939.27,521776.0,-37.37
134939.0,521776.47,-37.371
134940.05,521775.28,-37.36
134938.86,521776.72,-37.363
134939.06,521776.56,-37.362
134939.64,521776.4,-37.373
134938.98,521776.72,-37.364
134939.97,521775.97,-37.375
134938.55,521776.62,-37.416
134938.78,521776.75,-37.392
134939.52,521776.2,-37.394
134939.84,521775.88,-37.388
134940.05,521775.84,-37.397
134939.3,521776.78,-37.388
134939.88,521775.8,-37.389
134940.55,521775.66,-37.379
134939.14,521776.06,-37.355
134938.84,521776.53,-37.367
134939.67,521775.12,-37.385
134940.06,521775.4,-37.362
134939.8,521775.22,-37.372
134939.52,521776.28,-37.381
134938.97,521776.8,-37.378
134939.83,521775.97,-37.373
134939.53,521776.47,-37.377
134939.42,521776.34,-37.381
134940.03,521775.88,-37.395
134939.23,521776.0,-37.372
134939.08,521776.16,-37.369
134939.28,521776.2,-37.374
134940.11,521775.3,-37.355
134938.97,521776.62,-37.354
134938.92,521776.75,-37.366
134939.61,521776.53,-37.376
134938.77,521776.5,-37.374
134939.16,521776.2,-37.355
134938.92,521776.56,-37.362
134939.5,521776.44,-37.379
134938.69,521776.4,-37.359
134939.38,521775.62,-37.37
134938.62,521776.53,-37.371
134939.25,521776.1,-37.373
134939.23,521776.2,-37.358
134940.06,521775.34,-37.348
134939.86,521775.94,-37.365
134939.98,521776.0,-37.38
134939.9,521775.12,-37.364
134939.53,521775.72,-37.354
134939.03,521776.5,-37.367
134939.97,521775.88,-37.38
134939.08,521776.1,-37.365
134939.56,521775.72,-37.343
134939.66,521776.47,-37.369
134939.45,521775.7,-37.352
134939.17,521776.06,-37.361
134939.55,521775.7,-37.337
